K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
95,PAPUA PEGUNUNGAN,,,,,,,
95.06,KAB. YALIMO,,,5,0,300,"3.148,293","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
95.06.01,,,,1Elelim,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.06.01.2001,,,,,,1 Elelim,,
95.06.01.2002,,,,,,2 Aluis,,
95.06.01.2003,,,,,,3 Honita,,
95.06.01.2004,,,,,,4 Yabema,,
95.06.01.2005,,,,,,5 Pihel,,
95.06.01.2006,,,,,,6 Walkep,,
95.06.01.2007,,,,,,7 Pangkik,,
95.06.01.2008,,,,,,8 Maribu,,
95.06.01.2009,,,,,,9 Yakikma,,
95.06.01.2010,,,,,,10 Ulo,,
95.06.01.2011,,,,,,11 Sira,,
95.06.01.2012,,,,,,12 Ohoam,,
95.06.01.2013,,,,,,13 Bulmu,,
95.06.01.2014,,,,,,14 Ubi,,
95.06.01.2015,,,,,,15 Pirip,,
95.06.01.2016,,,,,,16 Momonhusi,,
95.06.01.2017,,,,,,17 Helabu,,
95.06.01.2018,,,,,,18 Pungkahik,,
95.06.01.2019,,,,,,19 Wekolani,,
95.06.01.2020,,,,,,20 Hobakma,,
95.06.01.2021,,,,,,21 Wasua,,
95.06.01.2022,,,,,,22 Warikma,,
95.06.01.2023,,,,,,23 Kalak,,
95.06.01.2024,,,,,,24 Isila,,
95.06.01.2025,,,,,,25 Fima,,
95.06.01.2026,,,,,,26 Sohi,,
95.06.01.2027,,,,,,27 Pasimbolo,,
95.06.01.2028,,,,,,28 Wagagu,,
95.06.01.2029,,,,,,29 Sowi,,
95.06.01.2030,,,,,,30 Sipson,,
95.06.01.2031,,,,,,31 Sipsoi,,
95.06.01.2032,,,,,,32 Eregi,,
95.06.01.2033,,,,,,33 Ohoniam,,
,,,,,,,,
