NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,14.02.05,5 Peranap,,,,,2,10,,,
,14.02.06,6 Siberida,,,,,1,10,,,
,14.02.07,7 Batang Cenaku,,,,,,20,,,
,14.02.08,8 Batang Gangsal,,,,,,10,,,
,14.02.09,9 Lirik,,,,,,17,,,
,14.02.10,10 Kuala Cenaku,,,,,,10,,,
,14.02.11,11 Sungai Lala,,,,,,12,,,
,14.02.12,12 Lubuk Batu Jaya,,,,,,9,,,
,14.02.13,13 Rakit Kulim,,,,,,19,,,
,14.02.14,14 Batang Peranap,,,,,,10,,,
,14.03,3 KAB. BENGKALIS,Bengkalis,,,11,19,136,8.616,634.553,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.03.01,1 Bengkalis,,,,,3,28,,,
,14.03.02,2 Bantan,,,,,,23,,,
,14.03.03,3 Bukit Batu,,,,,1,9,,,
,14.03.09,4 Mandau,,,,,9,2,,,
,14.03.10,5 Rupat,,,,,4,12,,,
,14.03.11,6 Rupat Utara,,,,,,8,,,
,14.03.12,7 Siak Kecil,,,,,,17,,,
,14.03.13,8 Pinggir,,,,,2,8,,,
,14.03.14,9 Bandar Laksamana,,,,,,7,,,"Pemekaran sebagian wil Kec. Bukit Batu, Perda 6/2015"
,14.03.15,10 Talang Muandau,,,,,,9,,,"Pemekaran sebagian wil Kec. Pinggir, Perda 6/2015"
,14.03.16,11 Bathin Solapan,,,,,,13,,,"Pemekaran sebagian wil Kec. Muandau, Perda 6/2015"
,14.04,4 KAB. INDRAGIRI HILIR,Tembilahan,,,20,39,197,13.521,676.983,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.04.01,1 Reteh,,,,,3,11,,,
,14.04.02,2 Enok,,,,,4,10,,,
,14.04.03,3 Kuala Indragiri,,,,,1,7,,,
,14.04.04,4 Tembilahan,,,,,8,,,,
,14.04.05,5 Tempuling,,,,,4,5,,,
,14.04.06,6 Gaung Anak Serka,,,,,3,9,,,
,14.04.07,7 Mandah,,,,,1,16,,,
,14.04.08,8 Kateman,,,,,3,8,,,
,14.04.09,9 Keritang,,,,,1,16,,,
,14.04.10,10 Tanah Merah,,,,,1,9,,,
