Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
74.03.40090,Pulau Limamadawa Selatan,,"04°57'53.70"" S 122°43'17.42"" T",TBP
74.03.40091,Pulau Limamadawa Tengah,,"04°57'54.85"" S 122°43'46.32"" T",TBP
74.03.40092,Pulau Limamadawa Utara,,"04°57'54.90"" S 122°43'55.81"" T",TBP
74.03.40093,Pulau Liwotobari,,"04°54'20.74"" S 122°45'35.74"" T",TBP
74.03.40094,Pulau Liwuwandala Besar,,"04°54'10.84"" S 122°45'44.27"" T",TBP
74.03.40095,Pulau Liwuwandala Kecil,,"04°54'07.98"" S 122°45'43.57"" T",TBP
74.03.40096,Pulau Liwuwandala Sedang,,"04°54'08.93"" S 122°45'44.42"" T",TBP
74.03.40097,Pulau Lumuna Besar,,"04°41'10.00"" S 122°24'56.99"" T",TBP
74.03.40098,Pulau Maghulo,,"04°54'21.74"" S 122°45'36.55"" T",TBP
74.03.40099,Pulau Maginti,,"04°50'12.34"" S 122°11'32.95"" T",BP
74.03.40100,Pulau Maloang,,"04°39'29.99"" S 122°18'00.00"" T",BP
74.03.40101,Pulau Maloang Kecil,,"04°39'55.00"" S 122°18'20.00"" T",TBP
74.03.40102,Pulau Mandike,,"04°39'50.00"" S 122°24'15.99"" T",BP
74.03.40103,Pulau Mangulu,,"04°54'38.36"" S 122°45'45.62"" T",TBP
74.03.40104,Pulau Masalokaan,,"04°42'00.29"" S 122°18'16.15"" T",TBP
74.03.40105,Pulau Mataghontoghe Barat,,"04°56'47.94"" S 122°45'37.68"" T",TBP
74.03.40106,Pulau Mataghontoghe Selatan,,"04°56'45.11"" S 122°45'41.54"" T",TBP
74.03.40107,Pulau Mataghontoghe Timur,,"04°56'39.05"" S 122°45'46.19"" T",TBP
74.03.40108,Pulau Mataghontoghe Utara,,"04°56'37.87"" S 122°45'46.08"" T",TBP
74.03.40109,Pulau Matanolatu,,"04°53'30.25"" S 122°45'36.96"" T",TBP
74.03.40110,Pulau Matanolatu Selatan,,"04°53'17.97"" S 122°45'13.18"" T",TBP
74.03.40111,Pulau Matanolatu Utara,,"04°53'14.59"" S 122°45'13.11"" T",TBP
74.03.40112,Pulau Mataradu,,"04°54'34.29"" S 122°45'37.61"" T",TBP
74.03.40113,Pulau Mbangkele Selatan,,"04°54'37.51"" S 122°45'38.47"" T",TBP
74.03.40114,Pulau Mbangkele Utara,,"04°54'37.43"" S 122°45'38.71"" T",TBP
74.03.40115,Pulau Meteterano Barat,,"04°57'07.76"" S 122°45'24.57"" T",TBP
74.03.40116,Pulau Meteterano Besar,,"04°57'08.98"" S 122°45'21.46"" T",TBP
74.03.40117,Pulau Meteterano Depan,,"04°57'08.79"" S 122°45'29.30"" T",TBP
74.03.40118,Pulau Meteterano Depan Kecil,,"04°57'08.25"" S 122°45'29.53"" T",TBP
74.03.40119,Pulau Meteterano Kecil,,"04°57'10.10"" S 122°45'25.26"" T",TBP
74.03.40120,Pulau Meteterano Timur,,"04°57'07.75"" S 122°45'25.49"" T",TBP
74.03.40121,Pulau Mongkeluno Selatan,,"04°53'23.10"" S 122°44'40.68"" T",TBP
74.03.40122,Pulau Mongkeluno Utara,,"04°53'22.75"" S 122°44'40.58"" T",TBP
74.03.40123,Pulau Moteterano Barat,,"04°57'09.08"" S 122°45'44.47"" T",TBP
74.03.40124,Pulau Moteterano Selatan,,"04°57'02.99"" S 122°45'42.99"" T",TBP
74.03.40125,Pulau Moteterano Tengah,,"04°57'07.58"" S 122°45'45.53"" T",TBP
74.03.40126,Pulau Moteterano Timur,,"04°57'10.62"" S 122°45'45.47"" T",TBP
74.03.40127,Pulau Moteterano Utara,,"04°57'02.00"" S 122°45'42.99"" T",TBP
74.03.40128,Pulau Motongkano,,"04°53'57.31"" S 122°45'48.88"" T",TBP
74.03.40129,Pulau Munante,,"04°56'03.99"" S 122°48'04.00"" T",TBP
