NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.09.27,27 Susukan,,,,,,12,,,
,32.09.28,28 Gegesik,,,,,,14,,,
,32.09.29,29 Kaliwedi,,,,,,9,,,
,32.09.30,30 Gebang,,,,,,13,,,
,32.09.31,31 Depok,,,,,,12,,,
,32.09.32,32 Pasaleman,,,,,,7,,,
,32.09.33,33 Pabuaran,,,,,,7,,,
,32.09.34,34 Karangwareng,,,,,,9,,,
,32.09.35,35 Tengah Tani,,,,,,8,,,
,32.09.36,36 Plered,,,,,,10,,,
,32.09.37,37 Gempol,,,,,,8,,,
,32.09.38,38 Greged,,,,,,10,,,Perda No. 17/2006
,32.09.39,39 Suranenggala,,,,,,9,,,Perda No. 17/2006
,32.09.40,40 Jamblang,,,,,,8,,,Perda No. 17/2006
,32.10,10 KAB. MAJALENGKA,Majalengka,,,26,13,330,1.330,1.328.894,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.10.01,1 Lemahsugih,,,,,,19,,,
,32.10.02,2 Bantarujeg,,,,,,13,,,
,32.10.03,3 Cikijing,,,,,,15,,,
,32.10.04,4 Talaga,,,,,,17,,,
,32.10.05,5 Argapura,,,,,,14,,,
,32.10.06,6 Maja,,,,,,18,,,
,32.10.07,7 Majalengka,,,,,10,4,,,
,32.10.08,8 Sukahaji,,,,,,13,,,
,32.10.09,9 Rajagaluh,,,,,,13,,,
,32.10.10,10 Leuwimunding,,,,,,14,,,
,32.10.11,11 Jatiwangi,,,,,,16,,,
,32.10.12,12 Dawuan,,,,,,11,,,
,32.10.13,13 Kadipaten,,,,,,7,,,
,32.10.14,14 Kertajati,,,,,,14,,,
,32.10.15,15 Jatitujuh,,,,,,15,,,
,32.10.16,16 Ligung,,,,,,19,,,
,32.10.17,17 Sumberjaya,,,,,,15,,,
,32.10.18,18 Panyingkiran,,,,,,9,,,
,32.10.19,19 Palasah,,,,,,13,,,
