NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,63.02.08,8 Kelumpang Hulu,,,,,,10,,,
,63.02.09,9 Kelumpang Tengah,,,,,,13,,,
,63.02.10,10 Kelumpang Utara,,,,,,7,,,
,63.02.11,11 Pamukan Selatan,,,,,,11,,,
,63.02.12,12 Sampanahan,,,,,,10,,,
,63.02.13,13 Pamukan Utara,,,,,,13,,,
,63.02.14,14 Hampang,,,,,,9,,,
,63.02.15,15 Sungai Durian,,,,,,7,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No.0121 Thn 1983 tgl 21
Mei 1983, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt
Gub No.126/01615/PEM tgl 4 Okt 2018"
,63.02.16,16 Pulau Laut Tengah,,,,,,7,,,"Perbaikan nama Kec sesuai Perda No.10/2003, Srt Bup
No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.17,17 Kelumpang Hilir,,,,,,9,,,
,63.02.18,18 Kelumpang Barat,,,,,,6,,,
,63.02.19,19 Pamukan Barat,,,,,,5,,,Perda No. 5/2006
,63.02.20,20 Pulau Laut Kepulauan,,,,,,9,,,"Perda No. 5/2006, Perbaikan nama Kec sesuai Perda No.05/2006, Srt
Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.21,21 Pulau Laut Tanjung Selayar,,,,,,10,,,"Pemekaran wil Kec.Pulaulaut Barat, Perda No.12/2012, Perbaikan
nama Kec sesuai Perda No.12/2012, Srt Bup No.100/1539/SETDA tgl
28 Sept 2018 dan Srt Gub No.126/01615/PEM tgl 4 Okt 2018"
,63.02.22,22 Pulaulaut Sigam,,,,,3,8,,,"Pemekaran sebagian wil. Kec. Pulaulaut Utara sesuai Perda No. 5/2019
dan ND Dir. Dekon No. 1228/TU/SDV/2019 tgl 25 Nov 2019."
,63.03,3 KAB. BANJAR,Martapura,,,20,13,277,4.588,561.665,"Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.03.01,1 Aluh Aluh,,,,,,19,,,
,63.03.02,2 Kertak Hanyar,,,,,3,10,,,
,63.03.03,3 Gambut,,,,,2,12,,,
,63.03.04,4 Sungai Tabuk,,,,,1,20,,,
,63.03.05,5 Martapura,,,,,7,19,,,
,63.03.06,6 Karang Intan,,,,,,26,,,
,63.03.07,7 Astambul,,,,,,22,,,
,63.03.08,8 Simpang Empat,,,,,,15,,,
