K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94.03.04.2004,,,,,,4 Jibudide II,,
94.03.04.2005,,,,,,5 Yumauwo,,
94.03.04.2006,,,,,,6 Kagoudide,,
94.03.04.2007,,,,,,7 Eyapouda,,
94.03.04.2008,,,,,,8 Miyokepi,,
94.03.04.2009,,,,,,9 Obaya Dimi,,
94.03.05,,,,5Bibida,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.03.05.1001,,,,,1Bibida,,,
94.03.05.2002,,,,,,1 Ugidimi,,
94.03.05.2003,,,,,,2 Odiyai,,
94.03.05.2004,,,,,,3 Tuwaktu,,
94.03.05.2005,,,,,,4 Kugaisiga,,
94.03.05.2006,,,,,,5 Kolaitaga,,"Perbaikan nama desa/kampung semula Kolaitaka menjadi Kolaitaga,
sesuai:
Perda Kabupaten Paniai No.20/2021; dan
BA No. 29/TopoII/IX/2022 Tanggal 7 September 2022."
94.03.05.2007,,,,,,6 Dama-dama,,"Perbaikan nama desa/kampung semula Dama Dama menjadi
Dama-dama, sesuai:
Perda Kabupaten Paniai No.20/2021; dan
BA No. 29/TopoII/IX/2022 Tanggal 7 September 2022."
94.03.06,,,,6Dumadama,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.03.06.2001,,,,,,1 Duma,,
94.03.06.2002,,,,,,2 Bomosiga,,
94.03.06.2003,,,,,,3 Japesigaiwaka,,
94.03.06.2004,,,,,,4 Waitapa,,
94.03.06.2005,,,,,,5 Duma II,,
94.03.07,,,,7Siriwo,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.03.07.2001,,,,,,1 Todia,,"Perbaikan nama desa/kampung semula Tadia/Ayaikebo menjadi Todia,
sesuai:
Perda Kabupaten Paniai No.20/2021; dan
BA No. 29/TopoII/IX/2022 Tanggal 7 September 2022."
94.03.07.2002,,,,,,2 Dadou,,"Perbaikan nama desa/kampung semula Dadou/Siriwo menjadi Dadou,
sesuai:
Perda Kabupaten Paniai No.20/2021; dan
BA No. 29/TopoII/IX/2022 Tanggal 7 September 2022."
94.03.07.2003,,,,,,3 Bua,,"Perbaikan nama desa/kampung semula Bua/Ikotu menjadi Bua, sesuai:
Perda Kabupaten Paniai No.20/2021; dan
BA No. 29/TopoII/IX/2022 Tanggal 7 September 2022."
94.03.07.2004,,,,,,4 Kepi,,
94.03.07.2005,,,,,,5 Wageme,,
94.03.07.2006,,,,,,6 Bugubutu,,
94.03.07.2007,,,,,,7 Dogomouto,,
