Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
18.01.40037,Pulau Seram,,"05°44'27.09"" S 105°48'36.25"" T",TBP
18.01.40038,Pulau Seramningi,,"05°44'36.13"" S 105°48'18.64"" T",TBP
18.01.40039,Pulau Sertung,,"06°05'29.29"" S 105°22'54.33"" T",TBP
18.01.40040,Pulau Setigabuntut,,"05°48'52.12"" S 105°32'33.93"" T",TBP
18.01.40041,Pulau Setigaheni,,"05°49'09.66"" S 105°32'56.36"" T",TBP
18.01.40042,Pulau Setigalok,,"05°48'58.03"" S 105°32'42.75"" T",TBP
18.01.40043,Pulau Setigalok Lunik,,"05°49'01.12"" S 105°32'39.98"" T",
18.01.40044,Pulau Sindu,,"05°53'17.41"" S 105°44'20.25"" T",TBP
18.01.40045,Pulau Sulah,,"05°32'47.68"" S 105°20'39.44"" T",BP
18.01.40046,Pulau Suling,,"05°45'06.99"" S 105°48'22.17"" T",TBP
18.01.40047,Pulau Sumur,,"05°51'38.67"" S 105°45'36.05"" T",TBP
18.01.40048,Pulau Tumpul,,"05°50'42.28"" S 105°46'37.27"" T",BP
18.01.40049,Pulau Tumpul Lunik,,"05°50'45.31"" S 105°46'32.73"" T",TBP
18.01.40050,Pulau Umang,,"05°55'45.78"" S 105°30'51.59"" T",TBP
18.04,KAB. LAMPUNG BARAT,3,,
18.04.40001,Pulau Batugurih,,"05°07'07.21"" S 103°50'18.34"" T",TBP
18.04.40002,Pulau Bertuah,,"05°53'31.99"" S 104°26'34.00"" T",TBP (PPKT)
18.04.40003,Pulau Pisang,,"05°07'14.99"" S 103°50'45.13"" T",BP
18.06,KAB. TANGGAMUS,76,,
18.06.40001,Pulau Batu Candi,,"05°46'31.08"" S 105°05'22.16"" T",
18.06.40002,Pulau Batu Centigi Barat,,"05°42'27.50"" S 104°56'54.56"" T",
18.06.40003,Pulau Batu Centigi Tengah,,"05°42'27.00"" S 104°56'56.04"" T",
18.06.40004,Pulau Batu Centigi Timur,,"05°42'27.18"" S 104°56'58.70"" T",
18.06.40005,Pulau Batu Cumbung,,"05°47'04.92"" S 105°05'24.18"" T",
18.06.40006,Pulau Batu Jajar,,"05°44'58.45"" S 105°00'49.46"" T",
18.06.40007,Pulau Batu Karang Tabuan,,"05°45'15.84"" S 105°02'19.64"" T",
18.06.40008,Pulau Batu Karang Tabuan Utara,,"05°45'10.62"" S 105°02'22.59"" T",
18.06.40009,Pulau Batu Kelelawar,,"05°43'28.77"" S 104°59'24.46"" T",
18.06.40010,Pulau Batu Kerita Utara,,"05°47'13.45"" S 105°05'09.96"" T",
18.06.40011,Pulau Batu Kibau Mandi,,"05°47'18.52"" S 105°04'54.94"" T",
18.06.40012,Pulau Batu Kuki,,"05°45'08.78"" S 105°01'47.10"" T",
18.06.40013,Pulau Batu Layar Umbar,,"05°42'54.72"" S 104°58'01.45"" T",
18.06.40014,Pulau Batu Mandi,,"05°45'14.44"" S 105°00'52.91"" T",
18.06.40015,Pulau Batu Nunggal,,"05°43'30.00"" S 104°59'29.07"" T",
18.06.40016,Pulau Batu Penaga,,"05°45'16.74"" S 105°01'04.83"" T",
18.06.40017,Pulau Batu Pitasan,,"05°43'36.76"" S 105°00'22.06"" T",
18.06.40018,Pulau Batubotak,,"05°48'05.28"" S 105°07'04.67"" T",TBP
18.06.40019,Pulau Batucentigi,,"05°40'38.01"" S 104°54'17.00"" T",TBP
18.06.40020,Pulau Batugondrong,,"05°47'52.56"" S 105°07'30.72"" T",TBP
18.06.40021,Pulau Batuhakhong,,"05°44'29.82"" S 105°01'06.19"" T",TBP
