K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.05.19.2017,,,,,,15 Puuwulo,,"Pemekaran Desa Labokeo Perda No. 3/2009, PMD"
74.05.20,,,,20Baito,-,8,,Perda No. 6/2006
74.05.20.2001,,,,,,1 Amasara,,"Semula wil. Kec. Palangga.
Perbaikan nama desa semula Amosara menjadi Amasara, sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.20.2002,,,,,,2 Baito,,Semula wil. Kec. Palangga
74.05.20.2003,,,,,,3 Matabubu,,Semula wil. Kec. Palangga
74.05.20.2004,,,,,,4 Mekar Jaya,,Semula wil. Kec. Palangga
74.05.20.2005,,,,,,5 Sambahule,,Semula wil. Kec. Palangga
74.05.20.2006,,,,,,6 Tolihe,,Semula wil. Kec. Palangga
74.05.20.2007,,,,,,7 Wonua Raya,,Semula wil. Kec. Palangga
74.05.20.2008,,,,,,8 Ahuangguluri,,"Pemekaran Desa Wonua Raya Perda No. 3/2009, PMD"
74.05.21,,,,21Basala,-,9,,Perda No. 6/2006
74.05.21.2001,,,,,,1 Iwoimendoro,,Semula wil. Kec. Angata
74.05.21.2002,,,,,,2 Epeesi,,Semula wil. Kec. Angata
74.05.21.2003,,,,,,3 Lere,,Semula wil. Kec. Angata
74.05.21.2004,,,,,,4 Lipumasagena,,Semula wil. Kec. Angata
74.05.21.2005,,,,,,5 Lambandia,,Semulawil. Kec. Angata
74.05.21.2006,,,,,,6 Polo Pololi,,Semula wil. Kec. Angata
74.05.21.2007,,,,,,7 Basala,,Semula wil. Kec. Angata
74.05.21.2008,,,,,,8 Tombekuku,,Semula wil. Kec. Angata
74.05.21.2009,,,,,,9 Teporombua,,"Pemekaran Desa Basala Perda No. 3/2009, PMD"
74.05.22,,,,22Ranomeeto Barat,-,9,,Perda No. 6/2006
74.05.22.2001,,,,,,1 Amokuni,,Semula wil. Kec. Ranomeeto
74.05.22.2002,,,,,,2 Sindang Kasih,,Semula wil. Kec. Ranomeeto
74.05.22.2003,,,,,,3 Jati Bali,,Semula wil. Kec. Ranomeeto
74.05.22.2004,,,,,,4 Laikandonga,,Semula wil. Kec. Ranomeeto
74.05.22.2005,,,,,,5 Boro-Boro Lameuru,,Semula wil. Kec. Ranomeeto
74.05.22.2006,,,,,,6 Opaasi,,Semula wil. Kec. Ranomeeto
74.05.22.2007,,,,,,7 Lameuru,,"Semula wil. Kec. Ranomeeto.
Perbaikan nama desa semula Lameruru menjadi Lameuru, sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.22.2008,,,,,,8 Abeko,,"Semula wil. Kec. Ranomeeto.
Perbaikan nama desa semula Ambeko menjadi Abeko, sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.22.2009,,,,,,9 Tunduno,,Semula wil. Kec. Ranomeeto
74.05.23,,,,23Kolono Timur,-,10,,"Pemekaran sebagian Kec. Kolono Timur, Perda No.5/2014"
74.05.23.2001,,,,,,1 Rambu-rambu,,"Semula wil Kec. Kolono, Perda No. 5/2014"
74.05.23.2002,,,,,,2 Lambangi,,"Semula wil Kec. Kolono, Perda No. 5/2014"
,,,,,,,,
