Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.07.40021,Pulau Bagitna Togong,,"01°35'21.07"" S 123°14'35.81"" T",
72.07.40026,Pulau Bakalan,,"01°13'54.00"" S 123°18'02.00"" T",BP
72.07.40027,Pulau Bakalan Pauno,,"01°09'36.00"" S 123°17'26.00"" T",TBP
72.07.40029,Pulau Bakung,,"01°19'27.69"" S 123°13'01.75"" T",TBP
72.07.40030,Pulau Balayon,,"01°19'53.51"" S 123°16'37.61"" T",TBP
72.07.40031,Pulau Balayon,,"01°31'47.02"" S 123°14'48.94"" T",TBP
72.07.40032,Pulau Balayon,,"01°19'25.59"" S 123°16'40.80"" T",
72.07.40033,Pulau Balayon Satu,,"01°30'19.00"" S 123°14'57.00"" T",TBP
72.07.40034,Pulau Balebe,,"01°19'52.19"" S 123°12'06.75"" T",TBP
72.07.40035,Pulau Balebe Meng,,"01°18'45.79"" S 123°11'45.83"" T",
72.07.40044,Pulau Batu Kolong,,"01°29'38.42"" S 122°49'24.54"" T",
72.07.40045,Pulau Batu Landonan,,"01°29'33.60"" S 122°49'24.20"" T",
72.07.40046,Pulau Batu Leong,,"01°29'34.19"" S 122°49'23.90"" T",
72.07.40047,Pulau Batu Talabut,,"01°33'15.69"" S 122°56'26.12"" T",
72.07.40049,Pulau Batubalobos,,"01°18'56.00"" S 123°13'13.00"" T",TBP
72.07.40050,Pulau Batubindana,,"01°14'55.81"" S 123°25'14.48"" T",TBP
72.07.40051,Pulau Batubindana Pauno,,"01°15'11.17"" S 123°25'16.34"" T",
72.07.40053,Pulau Batuilomoti Opat,,"01°22'04.30"" S 123°13'44.84"" T",
72.07.40054,Pulau Batuilomoti Totolu,,"01°22'10.94"" S 123°13'45.48"" T",
72.07.40055,Pulau Batuilongoti,,"01°19'12.19"" S 123°13'20.32"" T",TBP
72.07.40056,Pulau Batukalamata,,"01°33'54.00"" S 123°07'39.00"" T",TBP
72.07.40057,Pulau Batukalamata Utara,,"01°33'51.96"" S 123°07'46.90"" T",
72.07.40059,Pulau Batukapal,,"01°32'17.91"" S 123°14'48.38"" T",TBP
72.07.40060,Pulau Batukapal,,"01°16'54.03"" S 123°33'35.40"" T",TBP
72.07.40061,Pulau Batukapal Bilit,,"01°31'36.50"" S 123°14'51.58"" T",
72.07.40062,Pulau Batukokoa,,"01°31'15.63"" S 123°14'57.80"" T",
72.07.40063,Pulau Batumaling,,"01°37'18.00"" S 123°13'50.00"" T",TBP
72.07.40064,Pulau Batumomutung,,"01°16'48.00"" S 123°11'55.00"" T",TBP
72.07.40065,Pulau Batumotolutus,,"01°18'52.20"" S 123°12'47.04"" T",
72.07.40067,Pulau Batupanapi,,"01°19'25.62"" S 123°12'29.02"" T",TBP
72.07.40068,Pulau Batupandak,,"01°19'19.99"" S 123°11'39.99"" T",TBP
72.07.40069,Pulau Batupiing,,"01°19'56.55"" S 123°12'29.84"" T",TBP
72.07.40070,Pulau Batuping,,"01°18'49.30"" S 123°13'16.81"" T",
72.07.40072,Pulau Batutanjungpamali,,"01°16'46.46"" S 123°33'25.44"" T",TBP
72.07.40076,Pulau Bobeteng,,"01°19'14.77"" S 123°12'41.10"" T",TBP
72.07.40077,Pulau Bobeteng,,"01°19'36.97"" S 123°12'24.68"" T",
72.07.40078,Pulau Bobo Babasal,,"01°39'13.00"" S 123°09'24.00"" T",TBP
72.07.40079,Pulau Bobo Pauno,,"01°39'11.00"" S 123°09'16.99"" T",TBP
72.07.40080,Pulau Bobu Dalam,,"01°30'38.99"" S 123°26'21.99"" T",TBP
72.07.40081,Pulau Bobu Luar,,"01°31'23.99"" S 123°26'22.99"" T",TBP
