Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
52.04.40021,Pulau Depi,,"08°43'28.48"" S 117°57'01.38"" T",TBP
52.04.40022,Pulau Dewa,,"08°39'38.52"" S 118°03'05.00"" T",TBP
52.04.40023,Pulau Dua Ode,,"08°29'33.97"" S 117°45'06.81"" T",TBP
52.04.40024,Pulau Dua Rea,,"08°29'23.46"" S 117°45'44.09"" T",TBP
52.04.40025,Pulau Jelopang,,"08°29'18.95"" S 117°38'29.51"" T",TBP
52.04.40026,Pulau Jonga,,"08°36'20.36"" S 117°46'05.99"" T",TBP
52.04.40027,Pulau Kapas,,"08°41'07.00"" S 118°00'28.54"" T",TBP
52.04.40028,Pulau Kaung,,"08°27'42.11"" S 117°00'31.55"" T",BP
52.04.40029,Pulau Kebo,,"08°39'36.90"" S 117°53'14.23"" T",TBP
52.04.40030,Pulau Kelat,,"08°24'57.68"" S 117°01'18.83"" T",TBP
52.04.40031,Pulau Kele,,"08°33'49.57"" S 117°42'43.21"" T",TBP
52.04.40032,Pulau Kramat,,"08°22'27.00"" S 117°04'36.00"" T",TBP
52.04.40033,Pulau Lampe,,"08°36'31.73"" S 117°52'09.00"" T",TBP
52.04.40034,Pulau Lawang Anorawi,,"08°30'22.17"" S 117°37'53.33"" T",TBP
52.04.40035,Pulau Lawang Anosiop,,"08°30'04.00"" S 117°38'17.94"" T",TBP
52.04.40036,Pulau Lemurai,,"09°01'25.77"" S 117°27'54.11"" T",TBP
52.04.40037,Pulau Liang,,"08°29'25.29"" S 117°39'41.15"" T",TBP
52.04.40038,Pulau Lipan,,"08°41'08.00"" S 117°50'39.50"" T",TBP
52.04.40039,Pulau Maja,,"08°35'29.02"" S 117°45'50.95"" T",TBP
52.04.40040,Pulau Medang,,"08°08'19.41"" S 117°23'22.34"" T",BP
52.04.40041,Pulau Meriam Lape,,"08°31'21.49"" S 117°39'42.34"" T",TBP
52.04.40042,Pulau Meriam Ode,,"08°36'01.00"" S 117°50'23.35"" T",TBP
52.04.40043,Pulau Meriam Rea,,"08°36'19.66"" S 117°50'30.99"" T",TBP
52.04.40044,Pulau Batu Mimbar,,"08°31'18.97"" S 117°38'01.99"" T","Perbaikan nama pulau semula Pulau
Mimbar menjadi Pulau Batu
Mimbar sesuai BA Verifikasi dan
Pemutakhiran Data Pulau-Pulau
Kecil di Kab. Sumbawa Tanggal 24
Agustus 2022."
52.04.40045,Pulau Moyo,,"08°13'46.48"" S 117°33'54.23"" T",BP
52.04.40046,Pulau Nampar,,"09°01'25.39"" S 117°27'52.35"" T",TBP
52.04.40047,Pulau Ngali,,"08°31'52.50"" S 117°43'50.44"" T",TBP
52.04.40048,Pulau Panjang,,"08°26'34.82"" S 116°53'50.77"" T",BP
52.04.40049,Pulau Rajakepe,,"08°54'20.34"" S 117°57'26.60"" T",TBP
52.04.40050,Pulau Rakit,,"08°38'31.57"" S 117°59'14.79"" T",TBP
52.04.40051,Pulau Rea,,"08°31'29.99"" S 117°41'39.40"" T",TBP
52.04.40052,Pulau Rebu,,"08°38'50.50"" S 118°08'15.65"" T",TBP
52.04.40053,Pulau Sakonci,,"08°07'40.19"" S 117°25'24.70"" T",TBP
52.04.40054,Pulau Santigi,,"08°39'25.71"" S 117°51'36.12"" T",TBP
52.04.40055,Pulau Saringgit Dua,,"08°24'46.70"" S 116°59'48.22"" T",TBP
