NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,73.24.02,2 Nuha,,,,,1,4,,,
,73.24.03,3 Towuti,,,,,,18,,,
,73.24.04,4 Malili,,,,,1,14,,,
,73.24.05,5 Angkona,,,,,,10,,,
,73.24.06,6 Wotu,,,,,,17,,,
,73.24.07,7 Burau,,,,,,18,,,
,73.24.08,8 Tomoni,,,,,1,12,,,
,73.24.09,9 Tomoni Timur,,,,,,8,,,Perda No. 4/2006
,73.24.10,10 Kalaena,,,,,,7,,,Perda No. 4/2006
,73.24.11,11 Wasuponda,,,,,,6,,,Perda No. 4/2006
,73.26,21 KAB. TORAJA UTARA,Rantepao,,,21,40,111,1.289,255.743,"UU No. 28/2008,
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.26.01,1 Rantepao,,,,,9,2,,,SK Gub No. 2067A Th 1961
,73.26.02,2 Sesean,,,,,5,4,,,SK Gub No. 2067A Th 1961
,73.26.03,3 Nanggala,,,,,1,8,,,Perda No. 18/2000
,73.26.04,4 Rindingallo,,,,,2,7,,,SK Gub No. 2067A Th 1961
,73.26.05,5 Buntao,,,,,2,4,,,Perda No. 18/2000
,73.26.06,6 Sa'dan,,,,,2,8,,,Perda No. 18/2000
,73.26.07,7 Sanggalangi,,,,,1,5,,,SK Gub No. 2067A Th 1961
,73.26.08,8 Sopai,,,,,1,7,,,Perda No. 2/2004
,73.26.09,9 Tikala,,,,,2,5,,,Perda No. 2/2004
,73.26.10,10 Balusu,,,,,2,5,,,Perda No. 8/2004
,73.26.11,11 Tallunglipu,,,,,6,1,,,Perda No. 8/2004
,73.26.12,12 Dende' Piongan Napo,,,,,1,7,,,Perda No. 8/2004
,73.26.13,13 Buntu Pepasan,,,,,1,12,,,Perda No. 8/2004
,73.26.14,14 Baruppu,,,,,1,3,,,Perda No. 8/2004
,73.26.15,15 Kesu,,,,,2,5,,,Perda No. 8/2004
,73.26.16,16 Tondon,,,,,,4,,,Perda No. 8/2004
,73.26.17,17 Bangkelekila,,,,,,4,,,Perda No. 6/2005
,73.26.18,18 Rantebua,,,,,2,5,,,Perda No. 6/2005
,73.26.19,19 Sesean Suloara,,,,,,5,,,Perda No. 6/2005
,73.26.20,20 Kapala Pitu,,,,,,6,,,Perda No. 6/2005
,73.26.21,21 Awan Rante Karua,,,,,,4,,,Perda No. 6/2005
