K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.13.2004,,,,,,"4 Bireuen Meunasah
Capa",,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.11.13.2005,,,,,,"5 Bireuen Meunasah
Dayah",,
11.11.13.2006,,,,,,"6 Bireuen Meunasah
Tgk Digadong",,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni 2016
Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama
sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
11.11.13.2007,,,,,,7 Geudong-Geudong,,
11.11.13.2008,,,,,,"8 Pulo Ara Geudong
Teungoh",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.13.2009,,,,,,9 Geudong Alue,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.11.13.2010,,,,,,10 Pulo Kiton,,
11.11.13.2011,,,,,,11 Lhok Awe Teungoh,,
11.11.13.2012,,,,,,"12 Geulanggang
Teungoh",,
11.11.13.2013,,,,,,13 Cot Gapu,,
11.11.13.2014,,,,,,14 Geulanggang Kulam,,
11.11.13.2015,,,,,,"15 Geulanggang
Gampong",,
11.11.13.2016,,,,,,16 Blang Tingkeum,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.13.2017,,,,,,17 Buket Teukueh,,
11.11.13.2018,,,,,,18 Blang Reuling,,
11.11.13.2019,,,,,,19 Cot Jrat,,
11.11.13.2020,,,,,,20 Cot Peutek,,
11.11.13.2021,,,,,,21 Uteun Reutoh,,
11.11.13.2022,,,,,,22 Geulanggang Baro,,
11.11.13.2023,,,,,,23 Gampong Baro,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
,,,,,,Cureh Kupula Indah,,Surat Pemerintah Aceh No. 141/37154 tanggal 23 November 2012
11.11.14,,,,14Kuala,-,20,,
11.11.14.2001,,,,,,1 Cot Batee,,
11.11.14.2002,,,,,,2 Cot Unoe,,"Perbaikan nama desa semula Cot Unou menjadi Cot Unoe, sesuai:
Qanun No. 41 Tahun 2004; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.11.14.2003,,,,,,3 Kuta Baro,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
,,,,,,,,
