K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.08,KAB. SIMALUNGUN,,,32,27,386,"4.601,477","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.08.01,,,,1Siantar,-,17,,
12.08.01.2001,,,,,,1 Silampuyang,,
12.08.01.2002,,,,,,2 Marihat Baris,,
12.08.01.2003,,,,,,3 Dolok Marlawan,,
12.08.01.2004,,,,,,4 Rambung Merah,,
12.08.01.2005,,,,,,5 Silou Manik,,
12.08.01.2006,,,,,,6 Sejahtera,,
12.08.01.2007,,,,,,7 Siantar Estate,,
12.08.01.2008,,,,,,8 Karang Bangun,,
12.08.01.2009,,,,,,9 Nusa Harapan,,
12.08.01.2010,,,,,,10 Sitalasari,,
12.08.01.2011,,,,,,11 Lestari Indah,,
12.08.01.2012,,,,,,12 Laras Dua,,
12.08.01.2013,,,,,,13 Dolok Hataran,,
12.08.01.2014,,,,,,14 Pantoan Maju,,
12.08.01.2015,,,,,,"15 Pamatang
Simalungun",,"Perbaikan nama desa semula Pematang Simalungun menjadi Pamatang
Simalungun sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.08.01.2016,,,,,,16 Silau Malaha,,
12.08.01.2017,,,,,,"17 Pamatang
Silampuyang",,"Perbaikan nama desa semula Pematang Silampuyang menjadi
Pamatang Silampuyang sesuai Surat Sekda Kab. Deli Serdang No.
138/2885 tgl 19 Agustus 2022."
12.08.02,,,,2Gunung Malela,-,16,,
12.08.02.2001,,,,,,1 Dolog Malela,,"Perbaikan nama desa semula Dolok Malela menjadi Dolog Malela,
sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
12.08.02.2002,,,,,,2 Senio,,
12.08.02.2003,,,,,,3 Pamatang Asilom,,"Perbaikan nama desa semula Pematang Asilum menjadi Pamatang
Asilom, sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
12.08.02.2004,,,,,,4 Serapuh,,
12.08.02.2005,,,,,,5 Margo Mulyo,,
12.08.02.2006,,,,,,6 Silulu,,
,,,,,,,,
