K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36,BANTEN,,,,,,,
36.01,KAB. PANDEGLANG,,,35,13,326,"2.771,414","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
36.01.01,,,,1Sumur,-,7,,
36.01.01.2001,,,,,,1 Sumberjaya,,
36.01.01.2002,,,,,,2 Kertajaya,,
36.01.01.2003,,,,,,3 Kertamukti,,
36.01.01.2004,,,,,,4 Tunggaljaya,,
36.01.01.2005,,,,,,5 Cigorondong,,
36.01.01.2006,,,,,,6 Tamanjaya,,
36.01.01.2007,,,,,,7 Ujungjaya,,
36.01.02,,,,2Cimanggu,-,12,,
36.01.02.2001,,,,,,1 Rancapinang,,
36.01.02.2002,,,,,,2 Cibadak,,
36.01.02.2003,,,,,,3 Tugu,,
36.01.02.2004,,,,,,4 Batuhideung,,
36.01.02.2005,,,,,,5 Padasuka,,
36.01.02.2006,,,,,,6 Ciburial,,
36.01.02.2007,,,,,,7 Cijaralang,,
36.01.02.2008,,,,,,8 Cimanggu,,
36.01.02.2009,,,,,,9 Mangkualam,,
36.01.02.2010,,,,,,10 Tangkil Sari,,
36.01.02.2011,,,,,,11 Waringin Kurung,,
36.01.02.2012,,,,,,12 Kramatjaya,,
36.01.03,,,,3Cibaliung,-,9,,
36.01.03.2001,,,,,,1 Mendung,,
,,,,,,Sindangkerta,,"Menjadi wil. Kec. Cibitung, Perda No. 4/2004"
,,,,,,Manglid,,"Menjadi wil. Kec. Cibitung, Perda No. 4/2004"
,,,,,,Cikiruh,,"Menjadi wil. Kec. Cibitung, Perda No. 4/2004"
,,,,,,Cikadu,,"Menjadi wil. Kec. Cibitung, Perda No. 4/2004"
36.01.03.2006,,,,,,2 Sudimanik,,
36.01.03.2007,,,,,,3 Curug,,
36.01.03.2008,,,,,,4 Cibingbin,,
36.01.03.2009,,,,,,5 Sukajadi,,
,,,,,,Kiarapayung,,"Menjadi wil. Kec. Cibitung, Perda No. 4/2004"
36.01.03.2011,,,,,,6 Mahendra,,
36.01.03.2012,,,,,,7 Cibaliung,,
,,,,,,Kutakarang,,"Menjadi wil. Kec. Cibitung, Perda No. 4/2004"
,,,,,,,,
