K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63.10.04.2023,,,,,,13 Al Kautsar,,"Pemekaran sebagian Desa Sekapuk, Perda No. 4/2010"
63.10.04.2024,,,,,,14 Makmur Mulia,,"Pemekaran sebagian Desa Sungaidanau, Perda No. 4/2010"
63.10.04.2025,,,,,,15 Sinar Bulan,,"Pemekaran sebagian Desa Sungaidanau, Perda No. 32/2011"
63.10.04.2026,,,,,,16 Pandamaran Jaya,,"Pemekaran sebagian Desa Setarap, Perda No. 32/2011"
63.10.04.2027,,,,,,17 Sido Rejo,,"Pemekaran sebagian wil. Desa Wonorejo, sesuai:
Perda No. Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
63.10.04.2028,,,,,,18 Beruntung Raya,,"Pemekaran sebagian wil. Desa Sinar Bulan, sesuai:
Perda No. Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
63.10.04.2029,,,,,,19 Berakat Mufakat,,"Pemekaran sebagian wil. Desa Sungai Danau, sesuai:
Perda No. Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
63.10.04.2030,,,,,,20 Makmur Jaya,,"Pemekaran sebagian wil. Desa Makmur Mulia, sesuai:
Perda No. Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
63.10.05,,,,5Kusan Hulu,-,11,,
63.10.05.2001,,,,,,1 Lasung,,
63.10.05.2002,,,,,,2 Manuntung,,
63.10.05.2003,,,,,,3 Anjir Baru,,
63.10.05.2004,,,,,,4 Binawara,,
63.10.05.2005,,,,,,5 Pacakan,,
,,,,,,Guntung,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
,,,,,,Teluk Kepayang,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
,,,,,,Tapus,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
,,,,,,Mangkalapi,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
,,,,,,Hati'if,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
,,,,,,Tibarau Panjang,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
63.10.05.2012,,,,,,6 Sungai Rukam,,
,,,,,,Darasan Binjai,,Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020.
,,,,,,Kuranji,,"Menjadi wil. Kec. Kuranji, Perda No. 9/2005"
63.10.05.2015,,,,,,7 Bakarangan,,
,,,,,,Mustika,,"Menjadi wil. Kec. Kuranji, Perda No. 9/2005"
,,,,,,Giri Mulya,,"Menjadi wil. Kec. Kuranji, Perda No. 9/2005"
,,,,,,Waringin Tunggal,,"Menjadi wil. Kec. Kuranji, Perda No. 9/2005"
63.10.05.2019,,,,,,8 Karang Mulya,,
63.10.05.2020,,,,,,9 Harapan Jaya,,
63.10.05.2021,,,,,,10 Wonorejo,,
63.10.05.2022,,,,,,11 Karang Sari,,
,,,,,,Tamunih,,"Perda No. 6/2008, PMD, Pemekaran sebagian Desa Mangkalapi,
Perda No. 6/2010.
Menjadi wil. Kec. Teluk Kepayang sesuai Perda No. 5/2020."
,,,,,,,,
