K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.01,KAB. PESISIR SELATAN,,,15,0,182,"6.045,649","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.01.01,,,,1Pancung Soal,-,10,,
13.01.01.2001,,,,,,1 Inderapura,,
13.01.01.2002,,,,,,"2 Muaro Sakai
Inderapura",,Perda No. 34/2009
13.01.01.2003,,,,,,"3 Tiga Sepakat
Inderapura",,Perda No. 35/2009
13.01.01.2004,,,,,,4 Inderapura Barat,,Perda No. 36/2009
13.01.01.2005,,,,,,"5 Kudo-Kudo
Inderapura",,Perda No. 38/2009
13.01.01.2006,,,,,,6 Inderapura Selatan,,Perda No. 39/2009
,,,,,,Inderapura Timur,,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,Inderapura Utara,,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
13.01.01.2009,,,,,,"7 Simpang Lama
Inderapura",,"Pemekaran sebagian wil Desa Inderapura, Perda No. 83/2011"
13.01.01.2010,,,,,,"8 Tigo Sungai
Inderapura",,"Pemekaran sebagian wil Desa Inderapura, Perda No. 84/2011"
13.01.01.2011,,,,,,"9 Tluk Amplu
Inderapura",,"Pemekaran sebagian wil Desa Inderapura, Perda No. 85/2011"
13.01.01.2012,,,,,,10 Inderapura Tengah,,"Pemekaran sebagian wil Desa Inderapura, Perda No. 86/2011"
,,,,,,"Tanah Bakali
Inderapura",,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,Palokan Inderapura,,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,"Lubuk Betung
Inderapura",,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,"Lalang Panjang
Inderapura",,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,"Damar Lapan Batang
Inderapura",,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,Muarainderapura,,"Menajdi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,Tluk Kualo Inderapura,,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
,,,,,,Pulaurajo Inderapura,,"Menjadi wil Kec. Airpura, Perda No. 7/2012"
13.01.02,,,,2Ranah Pesisir,-,10,,
13.01.02.2001,,,,,,1 Pelangai,,
13.01.02.2002,,,,,,2 Sungai Tunu,,
13.01.02.2003,,,,,,3 Sungai Tunu Utara,,Perda No. 25/2009
13.01.02.2004,,,,,,4 Sungai Tunu Barat,,Perda No. 27/2009
13.01.02.2005,,,,,,"5 Nyiur Melambai
Pelangai",,"Pemekaran sebagian wil Desa Pelangai, Perda No. 68/2011"
13.01.02.2006,,,,,,6 Sungai Liku Pelangai,,"Pemekaran sebagian wil Desa Pelangai, Perda No. 69/2011"
,,,,,,,,
