Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.11.40084,Pulau Tukoh Kasurang,,"01°27'38.72"" S 123°33'19.20"" T",
72.11.40085,Pulau Tukoh Ke'E Mbopanggau,,"01°32'33.92"" S 123°33'43.78"" T",
72.11.40086,Pulau Tukoh Kosoppeh,,"01°36'25.82"" S 123°36'47.54"" T",
72.11.40087,Pulau Tukoh Lambuyung,,"01°35'57.16"" S 123°35'53.80"" T",
72.11.40088,Pulau Tukoh Madiki,,"01°53'08.62"" S 123°06'02.92"" T",
72.11.40089,Pulau Tukoh Mageto,,"01°41'58.86"" S 123°36'32.77"" T",
72.11.40090,Pulau Tukoh Malummah,,"01°32'59.78"" S 123°33'47.11"" T",
72.11.40091,Pulau Tukoh Mandarah,,"01°27'35.85"" S 123°33'17.61"" T",
72.11.40092,Pulau Tukoh Matanga,,"01°42'17.19"" S 123°36'33.82"" T",
72.11.40093,Pulau Tukoh Mboh Kalangkah,,"01°32'30.60"" S 123°33'37.65"" T",
72.11.40094,Pulau Tukoh Mparah Selatan,,"01°32'49.46"" S 123°33'44.22"" T",
72.11.40095,Pulau Tukoh Mparah Utara,,"01°32'44.75"" S 123°33'44.68"" T",
72.11.40096,Pulau Tukoh Ngea Selatan,,"01°32'42.07"" S 123°33'46.95"" T",
72.11.40097,Pulau Tukoh Ngea Tengah,,"01°32'39.50"" S 123°33'47.00"" T",
72.11.40098,Pulau Tukoh Ngea Utara,,"01°32'36.60"" S 123°33'45.40"" T",
72.11.40099,Pulau Tukoh Paadar,,"01°58'57.75"" S 123°29'48.52"" T",
72.11.40100,Pulau Tukoh Pasalla,,"01°59'22.70"" S 123°29'35.90"" T",
72.11.40101,Pulau Tukoh Rumeh,,"01°41'46.47"" S 123°29'04.91"" T",
72.11.40102,Pulau Tukoh Silaumba,,"01°55'36.36"" S 123°38'09.41"" T",
72.11.40103,Pulau Tukoh Silaumba Selatan,,"01°56'04.15"" S 123°38'15.82"" T",
72.11.40104,Pulau Tukoh Simbole,,"01°27'34.42"" S 123°33'23.13"" T",
72.11.40105,Pulau Tukoh Tangkoleh Dalam,,"01°36'17.64"" S 123°36'25.39"" T",
72.11.40106,Pulau Tukoh Tangkoleh Luar,,"01°36'15.66"" S 123°36'22.44"" T",
72.11.40107,Pulau Tukoh Tangkoleh Tengah,,"01°36'16.60"" S 123°36'24.03"" T",
72.11.40108,Pulau Tukoh Toroh Kibah,,"01°41'42.61"" S 123°36'48.85"" T",
72.11.40109,Pulau Tulungan,,"01°52'44.98"" S 123°22'03.24"" T",
72.11.40110,Pulau Tulungan Pauno,,"01°52'05.07"" S 123°22'45.10"" T",
72.11.40111,Pulau Unggah,,"01°54'48.33"" S 123°41'19.88"" T",
72.11.40112,Pulau Utoyon Poisik,,"01°52'41.07"" S 123°41'42.93"" T",
72.11.40113,Togong Basar,,"01°27'20.72"" S 123°33'13.37"" T",
72.11.40114,Togong Bueya,,"01°55'55.57"" S 123°31'59.56"" T",
72.11.40115,Togong Kapela,,"01°42'32.00"" S 123°34'56.79"" T",
72.11.40116,Togong Kokoh,,"01°28'20.82"" S 123°33'35.71"" T",
72.11.40118,Togong Pa'Adar,,"01°26'59.04"" S 123°33'27.27"" T",
72.11.40119,Togong Pandoak,,"01°52'09.03"" S 123°07'56.49"" T",
72.11.40120,Togong Piyajo,,"01°29'43.38"" S 123°31'14.93"" T",
72.11.40121,Togong Sau Lalongo,,"01°29'43.77"" S 123°31'17.44"" T",
72.11.40122,Togong Tolu Barat,,"01°33'57.38"" S 123°28'04.88"" T",
72.11.40123,Togong Tolu Dalam,,"01°34'09.03"" S 123°28'10.36"" T",
72.11.40125,Togong Tolu Utara,,"01°34'06.19"" S 123°28'07.79"" T",
