NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,74.05.05,5 Landono,,,,,1,12,,,
,74.05.06,6 Lainea,,,,,,12,,,
,74.05.07,7 Konda,,,,,1,17,,,
,74.05.08,8 Ranomeeto,,,,,1,11,,,
,74.05.09,9 Kolono,,,,,1,20,,,
,74.05.10,10 Moramo,,,,,1,19,,,
,74.05.11,11 Laonti,,,,,,19,,,
,74.05.12,12 Lalembuu,,,,,1,17,,,Perda No. 6/2006
,74.05.13,13 Benua,,,,,,12,,,Perda No. 6/2006
,74.05.14,14 Palangga Selatan,,,,,1,9,,,Perda No. 6/2006
,74.05.15,15 Mowila,,,,,,20,,,Perda No. 6/2006
,74.05.16,16 Moramo Utara,,,,,1,9,,,Perda No. 6/2006
,74.05.17,17 Buke,,,,,,16,,,Perda No. 6/2006
,74.05.18,18 Wolasi,,,,,,6,,,Perda No. 6/2006
,74.05.19,19 Laeya,,,,,2,15,,,Perda No. 6/2006
,74.05.20,20 Baito,,,,,,8,,,Perda No. 6/2006
,74.05.21,21 Basala,,,,,,9,,,Perda No. 6/2006
,74.05.22,22 Ranomeeto Barat,,,,,,9,,,Perda No. 6/2006
,74.05.23,23 Kolono Timur,,,,,,10,,,"Pemekaran sebagian Kec. Kolono Timur, Perda No.5/2014"
,74.05.24,24 Sabulakoa,,,,,,8,,,"Pemekaran sebagian Kec. Landono, Perda No.5/2014"
,74.05.25,25 Andoolo Barat,,,,,,10,,,"Pemekaran sebagian Kec. Andoolo, Perda No.5/2014"
,74.06,6 KAB. BOMBANA,Rumbia,,,22,22,121,3.294,158.830,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.06.01,1 Poleang,,,,,6,4,,,
,74.06.02,2 Poleang Timur,,,,,2,3,,,
,74.06.03,3 Rarowatu,,,,,1,8,,,
,74.06.04,4 Rumbia,,,,,4,1,,,
,74.06.05,5 Kabaena,,,,,2,2,,,
,74.06.06,6 Kabaena Timur,,,,,2,5,,,
,74.06.07,7 Poleang Barat,,,,,,11,,,
,74.06.08,8 Mata Oleo,,,,,,11,,,
,74.06.09,9 Rarowatu Utara,,,,,1,7,,,
,74.06.10,10 Poleang Utara,,,,,,8,,,
,74.06.11,11 Poleang Selatan,,,,,,5,,,
,74.06.12,12 Poleang Tenggara,,,,,,5,,,
