NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7
8","95.01
95.02
95.03
95.04
95.05
95.06
95.07
95.08","KAB. JAYAWIJAYA
KAB PEGUNUNGAN BINTANG
KAB. YAHUKIMO
KAB. TOLIKARA
KAB. MAMBERAMO TENGAH
KAB. YALIMO
KAB. LANNY JAYA
KAB. NDUGA","40
34
51
46
5
5
39
32","4
0
1
4
0
0
1
0","328
277
510
541
59
300
354
248","2.629,010
13.751,915
16.365,938
2.990,008
4.101,500
3.148,293
2.339,775
5.886,891","273.503
112.251
355.021
251.117
48.735
104.066
202.327
110.676","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022"
,,JUMLAH,252,10,2.617,"51.213,330",1.457.696,
