K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
51,BALI,,,,,,,
51.06,KAB. BANGLI,,,4,4,68,"526,764","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.06.01,,,,1Susut,-,9,,
51.06.01.2001,,,,,,1 Apuan,,
51.06.01.2002,,,,,,2 Demulih,,
51.06.01.2003,,,,,,3 Abuan,,
51.06.01.2004,,,,,,4 Susut,,
51.06.01.2005,,,,,,5 Sulahan,,
51.06.01.2006,,,,,,6 Penglumbaran,,
51.06.01.2007,,,,,,7 Tiga,,
51.06.01.2008,,,,,,8 Selat,,Perda No. 7/2008
51.06.01.2009,,,,,,9 Pengiangan,,Perda No. 7/2008
51.06.02,,,,2Bangli,4,5,,
51.06.02.2001,,,,,,1 Bunutin,,
51.06.02.2002,,,,,,2 Tamanbali,,
51.06.02.1003,,,,,1Bebalang,,,
51.06.02.1004,,,,,2Kawan,,,
51.06.02.1005,,,,,3Cempaga,,,
51.06.02.1006,,,,,4Kubu,,,
51.06.02.2007,,,,,,3 Kayubihi,,
51.06.02.2008,,,,,,4 Pengotan,,
51.06.02.2009,,,,,,5 Landih,,Perda No. 7/2008
51.06.03,,,,3Tembuku,-,6,,
51.06.03.2001,,,,,,1 Jehem,,
51.06.03.2002,,,,,,2 Tembuku,,
51.06.03.2003,,,,,,3 Yangapi,,
51.06.03.2004,,,,,,4 Undisan,,
51.06.03.2005,,,,,,5 Bangbang,,
51.06.03.2006,,,,,,6 Peninjoan,,
51.06.04,,,,4Kintamani,-,48,,
51.06.04.2001,,,,,,1 Mengani,,
51.06.04.2002,,,,,,2 Binyan,,
51.06.04.2003,,,,,,3 Ulian,,
51.06.04.2004,,,,,,4 Bunutin,,
51.06.04.2005,,,,,,5 Langgahan,,
51.06.04.2006,,,,,,6 Lembean,,
51.06.04.2007,,,,,,7 Manikliyu,,
,,,,,,,,
