NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XIX,53,NUSA TENGGARA TIMUR,,21,1,315,305,3137,46.447,5.514.216,
,53.01,1 KAB. KUPANG,Kupang,,,24,17,160,5.137,385.460,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.01.04,1 Semau,,,,,,8,,,
,53.01.05,2 Kupang Barat,,,,,2,10,,,
,53.01.06,3 Kupang Timur,,,,,5,8,,,
,53.01.07,4 Sulamu,,,,,1,6,,,
,53.01.08,5 Kupang Tengah,,,,,1,7,,,
,53.01.09,6 Amarasi,,,,,1,8,,,
,53.01.10,7 Fatuleu,,,,,1,9,,,
,53.01.11,8 Takari,,,,,1,9,,,
,53.01.12,9 Amfoang Selatan,,,,,1,6,,,
,53.01.13,10 Amfoang Utara,,,,,1,5,,,
,53.01.16,11 Nekamese,,,,,,11,,,
,53.01.17,12 Amarasi Barat,,,,,1,7,,,
,53.01.18,13 Amarasi Selatan,,,,,2,3,,,
,53.01.19,14 Amarasi Timur,,,,,,4,,,
,53.01.20,15 Amabi Oefeto Timur,,,,,,10,,,
,53.01.21,16 Amfoang Barat Daya,,,,,,4,,,
,53.01.22,17 Amfoang Barat Laut,,,,,,6,,,
,53.01.23,18 Semau Selatan,,,,,,6,,,Perda No. 18/2005
,53.01.24,19 Taebenu,,,,,,8,,,Perda No. 19/2005
,53.01.25,20 Amabi Oefeto,,,,,,7,,,Perda No. 20/2005
,53.01.26,21 Amfoang Timur,,,,,,5,,,Perda No. 21/2005
,53.01.27,22 Fatuleu Barat,,,,,,5,,,Perda No. 22/2005
,53.01.28,23 Fatuleu Tengah,,,,,,4,,,Perda No. 23/2005
,53.01.30,24 Amfoang Tengah,,,,,,4,,,Perda No. 5/2007
,53.02,"2 KAB TIMOR TENGAH
SELATAN",Soe,,,32,12,266,3.933,471.010,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.02.01,1 Kota Soe,,,,,11,2,,,
,53.02.02,2 Mollo Selatan,,,,,,7,,,
,53.02.03,3 Mollo Utara,,,,,,18,,,
,53.02.04,4 Amanuban Timur,,,,,,10,,,
