Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
64.74.40002,Pulau Badakbadak Barat,,"00°09'05.00"" U 117°30'47.99"" T",TBP
64.74.40003,Pulau Badakbadak Timur,,"00°09'02.99"" U 117°31'14.00"" T",TBP
64.74.40004,Pulau Berasbasah,,"00°03'50.00"" U 117°33'33.99"" T",BP
64.74.40005,Pulau Gusung,,"00°11'19.27"" U 117°30'25.67"" T",BP
64.74.40006,Pulau Karangkiampau,,"00°11'06.00"" U 117°31'27.99"" T",TBP
64.74.40007,Pulau Kedindingan Barat,,"00°05'02.00"" U 117°32'44.00"" T",TBP
64.74.40008,Pulau Kedindingan Tengah,,"00°04'47.70"" U 117°33'32.74"" T",TBP
64.74.40009,Pulau Kedindingan Timur,,"00°05'19.35"" U 117°33'40.42"" T",TBP
64.74.40010,Pulau Kedindingan Utara,,"00°05'03.99"" U 117°33'15.99"" T",TBP
64.74.40011,Pulau Melahing,,"00°06'32.00"" U 117°32'12.99"" T",TBP
64.74.40012,Pulau Tihiktihik,,"00°03'59.00"" U 117°31'40.00"" T",TBP
64.74.40013,Pulau Segajah,,"00°09'05.86"" U 117°33'31.97"" T",
64.74.40014,Pulau Gusung Dua,,"00°11'27.29"" U 117°30'41.39"" T",
64.74.40015,Pulau Selokia Dalam,,"00°11'20.23"" U 117°30'29.81"" T",
64.74.40016,Pulau Panjang,,"00°03'51.79"" U 117°31'04.73"" T",
64.74.40017,Pulau Siacca,,"00°04'04.59"" U 117°29'31.34"" T",
Jumlah Pulau Provinsi KALIMANTAN TIMUR,,243,,
