NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.10.20,20 Cigasong,,,,,3,7,,,
,32.10.21,21 Sindangwangi,,,,,,10,,,
,32.10.22,22 Banjaran,,,,,,13,,,
,32.10.23,23 Cingambul,,,,,,13,,,
,32.10.24,24 Kasokandel,,,,,,10,,,Perda No. 6 / 2007
,32.10.25,25 Sindang,,,,,,7,,,Perda No. 6 / 2007
,32.10.26,26 Malausma,,,,,,11,,,Perda No. 6 / 2007
,32.11,11 KAB. SUMEDANG,Sumedang,,,26,7,270,1.566,1.176.018,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.11.01,1 Wado,,,,,,10,,,
,32.11.02,2 Jatinunggal,,,,,,9,,,
,32.11.03,3 Darmaraja,,,,,,12,,,
,32.11.04,4 Cibugel,,,,,,7,,,
,32.11.05,5 Cisitu,,,,,,10,,,
,32.11.06,6 Situraja,,,,,,15,,,
,32.11.07,7 Conggeang,,,,,,12,,,
,32.11.08,8 Paseh,,,,,,10,,,
,32.11.09,9 Surian,,,,,,9,,,
,32.11.10,10 Buahdua,,,,,,14,,,
,32.11.11,11 Tanjungsari,,,,,,12,,,
,32.11.12,12 Sukasari,,,,,,7,,,
,32.11.13,13 Pamulihan,,,,,,11,,,
,32.11.14,14 Cimanggung,,,,,,11,,,
,32.11.15,15 Jatinangor,,,,,,12,,,
,32.11.16,16 Rancakalong,,,,,,10,,,
,32.11.17,17 Sumedang Selatan,,,,,4,10,,,
,32.11.18,18 Sumedang Utara,,,,,3,10,,,
,32.11.19,19 Ganeas,,,,,,8,,,
,32.11.20,20 Tanjungkerta,,,,,,12,,,
,32.11.21,21 Tanjungmedar,,,,,,9,,,
,32.11.22,22 Cimalaka,,,,,,14,,,
,32.11.23,23 Cisarua,,,,,,7,,,
,32.11.24,24 Tomo,,,,,,9,,,
,32.11.25,25 Ujungjaya,,,,,,9,,,
,32.11.26,26 Jatigede,,,,,,11,,,
