K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Karang Manunggal,,"Menjadi wil Kec. Selat Penuguan, sesuai Perda No. 15/2017 ttg
Perubahan atas Perda No. 5/2016 ttg Pembentukan Kec dlm
Kab.Banyuasin dan Surat Gub No. 130/2259/I/2018 tgl 26 Okt 2018"
,,,,,,Purwodadi,,"Menjadi wil Kec. Selat Penuguan, sesuai Perda No. 15/2017 ttg
Perubahan atas Perda No. 5/2016 ttg Pembentukan Kec dlm
Kab.Banyuasin dan Surat Gub No. 130/2259/I/2018 tgl 26 Okt 2018"
,,,,,,Ringin Harjo,,"Menjadi wil Kec. Selat Penuguan, sesuai Perda No. 15/2017 ttg
Perubahan atas Perda No. 5/2016 ttg Pembentukan Kec dlm
Kab.Banyuasin dan Surat Gub No. 130/2259/I/2018 tgl 26 Okt 2018"
16.07.04.2037,,,,,,13 Senda Mukti,,
16.07.04.2038,,,,,,14 Tirta Mulya,,"Perbaikan nama sesuai Surat Prov. Sumsel No. 1824/135/I/2016 hal
Penyampaian Usulan Revisi Nama Desa tgl 20 Juni 2016"
16.07.04.2039,,,,,,15 Banjar Sari,,
16.07.04.2040,,,,,,16 Buana Murti,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
16.07.04.2041,,,,,,17 Tabuan Asri,,Pemekaran desa Perda No. 8/2009
16.07.05,,,,5Betung,3,9,,
,,,,,,Talang Ipuh,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
16.07.05.2002,,,,,,1 Pulau Rajak,,
16.07.05.2003,,,,,,2 Bukit,,
16.07.05.2004,,,,,,3 Sri Kembang,,"Perbaikan nama sesuai Surat Prov. Sumsel No. 1824/135/I/2016 hal
Penyampaian Usulan Revisi Nama Desa tgl 20 Juni 2016"
16.07.05.2005,,,,,,4 Lubuk Karet,,
,,,,,,Durian Daun,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Lubuk Lancang,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Biyuku,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Bengkuang,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Rimba Terap,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Sedang,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Tanjung Laut,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
,,,,,,Air Senggiris,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
16.07.05.2014,,,,,,5 Taja Mulya,,"Perbaikan nama sesuai Surat Prov. Sumsel No. 1824/135/I/2016 hal
Penyampaian Usulan Revisi Nama Desa tgl 20 Juni 2016"
16.07.05.2015,,,,,,6 Taja Raya I,,"Perbaikan nama sesuai Surat Prov. Sumsel No. 1824/135/I/2016 hal
Penyampaian Usulan Revisi Nama Desa tgl 20 Juni 2016"
16.07.05.2016,,,,,,7 Taja Indah,,"Perbaikan nama sesuai Surat Prov. Sumsel No. 1824/135/I/2016 hal
Penyampaian Usulan Revisi Nama Desa tgl 20 Juni 2016"
16.07.05.1017,,,,,1Betung,,,
16.07.05.2018,,,,,,8 Taja Raya II,,"Perbaikan nama sesuai Surat Prov. Sumsel No. 1824/135/I/2016 hal
Penyampaian Usulan Revisi Nama Desa tgl 20 Juni 2016"
,,,,,,Meranti,,Menjadi wil Kec. Suak Tapeh Perda No. 4/2011
16.07.05.2020,,,,,,9 Suka Mulya,,
16.07.05.1021,,,,,2Rimba Asam,,,Peningkatan status menjadi kel Perda No. 3/2008
,,,,,,,,
