K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
34,DAERAH ISTIMEWA YOGYAKARTA,,,,,,,
34.71,KOTA YOGYAKARTA,,,14,45,0,"32,819","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
34.71.01,,,,1Tegalrejo,4,-,,
34.71.01.1001,,,,,1Kricak,,,
34.71.01.1002,,,,,2Karangwaru,,,
34.71.01.1003,,,,,3Tegalrejo,,,
34.71.01.1004,,,,,4Bener,,,
34.71.02,,,,2Jetis,3,-,,
34.71.02.1001,,,,,1Bumijo,,,
34.71.02.1002,,,,,2Cokrodiningratan,,,
34.71.02.1003,,,,,3Gowongan,,,
34.71.03,,,,3Gondokusuman,5,-,,
34.71.03.1001,,,,,1Demangan,,,
34.71.03.1002,,,,,2Kotabaru,,,
34.71.03.1003,,,,,3Klitren,,,
34.71.03.1004,,,,,4Baciro,,,
34.71.03.1005,,,,,5Terban,,,
34.71.04,,,,4Danurejan,3,-,,
34.71.04.1001,,,,,1Suryatmajan,,,
34.71.04.1002,,,,,2Tegalpanggung,,,
34.71.04.1003,,,,,3Bausasran,,,
34.71.05,,,,5Gedongtengen,2,-,,
34.71.05.1001,,,,,1Sosromenduran,,,
34.71.05.1002,,,,,2Pringgokusuman,,,
34.71.06,,,,6Ngampilan,2,-,,
34.71.06.1001,,,,,1Ngampilan,,,
34.71.06.1002,,,,,2Notoprajan,,,
34.71.07,,,,7Wirobrajan,3,-,,
34.71.07.1001,,,,,1Pakuncen,,,
34.71.07.1002,,,,,2Wirobrajan,,,
34.71.07.1003,,,,,3Patangpuluhan,,,
34.71.08,,,,8Mantrijeron,3,-,,
34.71.08.1001,,,,,1Gedongkiwo,,,
34.71.08.1002,,,,,2Suryodiningratan,,,
34.71.08.1003,,,,,3Mantrijeron,,,
34.71.09,,,,9Kraton,3,-,,
34.71.09.1001,,,,,1Patehan,,,
