Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.01.40222,Pulau Tamban,,"01°00'06.00"" U 107°24'29.00"" T",TBP
21.01.40223,Pulau Tanjungbintun,,"01°11'01.67"" U 104°27'51.41"" T",TBP
21.01.40224,Pulau Tanjungbuntung Besar,,"01°10'44.20"" U 104°18'29.26"" T",TBP
21.01.40225,Pulau Tanjungbuntung Kecil,,"01°10'40.04"" U 104°18'31.55"" T",TBP
21.01.40226,Pulau Tanjungdadap,,"01°12'09.90"" U 104°24'25.49"" T",
21.01.40227,Pulau Tapai Selatan,,"00°54'00.55"" U 104°21'54.26"" T",TBP
21.01.40228,Pulau Tapai Utara,,"00°54'21.47"" U 104°21'28.88"" T",TBP
21.01.40229,Pulau Tapaigunung,,"00°46'16.78"" U 104°26'51.36"" T",TBP
21.01.40230,Pulau Tapaipasir,,"00°46'08.00"" U 104°26'42.00"" T",TBP
21.01.40231,Pulau Tapaipasir,,"00°46'28.70"" U 104°26'00.70"" T",
21.01.40232,Pulau Tekong,,"00°48'24.99"" U 104°44'28.00"" T",TBP
21.01.40233,Pulau Telang Besar,,"00°44'06.00"" U 104°37'58.00"" T",BP
21.01.40234,Pulau Telang Kecil,,"00°42'24.99"" U 104°36'40.00"" T",BP
21.01.40235,Pulau Teluk Koya Besar,,"01°11'10.90"" U 104°21'17.10"" T",
21.01.40236,Pulau Teluk Koya Kecil,,"01°11'15.20"" U 104°21'16.60"" T",
21.01.40237,Pulau Tembelan,,"01°00'12.74"" U 107°33'13.20"" T",BP
21.01.40238,Pulau Temborak Laut,,"00°49'26.79"" U 104°40'30.47"" T",TBP
21.01.40239,Pulau Temborak Tengah,,"00°49'51.42"" U 104°40'01.26"" T",TBP
21.01.40240,Pulau Terli,,"00°42'21.33"" U 104°46'58.59"" T",TBP
21.01.40241,Pulau Terumbu Begalas,,"00°54'40.86"" U 104°42'06.92"" T",
21.01.40242,Pulau Terumbu Daun,,"01°00'22.14"" U 104°14'06.48"" T",
21.01.40243,Pulau Tiga,,"01°11'12.30"" U 104°19'06.60"" T",
21.01.40244,Pulau Tiyangnyaru,,"00°34'00.99"" U 107°10'54.99"" T",TBP
21.01.40245,Pulau Toe,,"00°52'31.42"" U 104°39'27.10"" T",TBP
21.01.40246,Pulau Tokonguwi Besar,,"01°11'01.56"" U 107°13'19.58"" T",TBP
21.01.40247,Pulau Tokonguwi Kecil,,"01°10'59.68"" U 107°13'25.19"" T",TBP
21.01.40248,Pulau Tokonguwi Sedang,,"01°10'53.29"" U 107°13'13.29"" T",TBP
21.01.40249,Pulau Tukongbelayar,,"01°10'01.99"" U 107°35'58.99"" T",TBP
21.01.40250,Pulau Tukongbuton,,"00°35'39.99"" U 106°58'39.00"" T",TBP
21.01.40251,Pulau Tukongkanggan,,"00°37'04.00"" U 106°58'41.99"" T",TBP
21.01.40252,Pulau Tukongkayuara,,"01°32'49.45"" U 106°22'28.19"" T",TBP
21.01.40253,Pulau Tukongkemudi,,"00°55'25.00"" U 106°44'21.00"" T",TBP
21.01.40254,Pulau Tukongmenggirang Barat,,"00°49'34.64"" U 107°38'14.09"" T",TBP
21.01.40255,Pulau Tukongmenggirang Baratlaut,,"00°49'40.00"" U 107°38'12.99"" T",TBP
21.01.40256,Pulau Tukongmenggirang Besar,,"00°49'38.34"" U 107°38'16.16"" T",TBP
21.01.40257,Pulau Tukongmenggirang Selatan,,"00°49'36.10"" U 107°38'16.64"" T",TBP
21.01.40258,Pulau Tukongmenggirang Utara,,"00°49'38.52"" U 107°38'17.11"" T",TBP
21.01.40259,Pulau Tukongmentebung,,"00°35'01.00"" U 107°08'33.00"" T",TBP
21.01.40260,Pulau Tukongpejantan,,"00°07'31.04"" U 107°12'13.25"" T",TBP
21.01.40261,Pulau Tukongpenyemuk,,"00°31'05.99"" U 107°09'04.00"" T",TBP
