K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.02.15.2011,,,,,,10 Khutung Mbelang,,Qanun No. 23/2006
11.02.15.2012,,,,,,11 Timang Rasa,,"Qanun No. 23/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2013,,,,,,12 Stambul Jaya,,Qanun No. 23/2006
11.02.15.2014,,,,,,13 Alur Nangke,,"Qanun No. 23/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2015,,,,,,14 Kute Mejile,,"Qanun No. 23/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16,,,,16Leuser,-,23,,Qanun No. 19/2006
11.02.16.2001,,,,,,1 Bintang Alga Musara,,Semula wil. Kec. Babul Makmur
11.02.16.2002,,,,,,2 Bintang Bukit Indah,,"Semula wil. Kec. Babul Makmur, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.02.16.2003,,,,,,3 Tanjung Sari,,Semula wil. Kec. Babul Makmur
11.02.16.2004,,,,,,4 Bun-bun Alas,,"Semula wil. Kec. Babul Makmur, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16.2005,,,,,,5 Naga Timbul,,Semula wil. Kec. Babul Makmur
11.02.16.2006,,,,,,6 Gunung Pak-Pak,,Semula wil. Kec. Babul Makmur
11.02.16.2007,,,,,,7 Bukit Meriah,,"Qanun No. 21/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16.2008,,,,,,8 Permata Musara,,Qanun No. 21/2006
11.02.16.2009,,,,,,9 Laut Tawar,,Qanun No. 21/2006
11.02.16.2010,,,,,,10 Kane Mende,,Qanun No. 21/2006
11.02.16.2011,,,,,,11 Lawe Sekhakut,,Qanun No. 21/2006
11.02.16.2012,,,,,,12 Bunbun Indah,,"Qanun No. 21/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.16.2013,,,,,,13 Suka Damai,,Qanun No. 21/2006
11.02.16.2014,,,,,,14 Tuah Kekhine,,"Qanun No. 21/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.16.2015,,,,,,15 Punce Nali,,Qanun No. 21/2006
11.02.16.2016,,,,,,16 Sade Ate,,Qanun No. 21/2006
11.02.16.2017,,,,,,17 Akhih Majile,,Qanun No. 21/2006
11.02.16.2018,,,,,,18 Ukhat Peseluk,,Qanun No. 21/2006
11.02.16.2019,,,,,,19 Tunas Mude,,Qanun No. 21/2006
11.02.16.2020,,,,,,20 Gaye Sendah,,Qanun No. 21/2006
11.02.16.2021,,,,,,21 Kute Hakhapen,,"Qanun No. 21/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
