K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.05,,,,5Peusangan,-,69,,
,,,,,,Me Ra Yeuk,,"Menjadi wil. Kec. Peusangan Selatan, Perda 42/2004."
,,,,,,Uteun Gathom,,"Menjadi wil. Kec. Peusangan Selatan, Perda 42/2004."
11.11.05.2003,,,,,,"1 Matang Glumpang
Dua Mns. Timu (X)",,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017.
Perubahan nama desa semula Meunasah Timu menjadi Matang
Glumpang Dua Mns. Timu (X), sesuai:
Qanun No. 37 Tahun 2004; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.11.05.2004,,,,,,"2 Keude Matang
Glumpang Dua",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.05.2005,,,,,,"3 Matang Glumpang
Dua Meunasah
Dayah",,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni 2016
Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama Ds.
Meunasah Dayah sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15
Nov 2018 hal penyampaian hasil validasi"
11.11.05.2006,,,,,,4 Pante Gajah,,
11.11.05.2007,,,,,,5 Blang Asan,,
11.11.05.2008,,,,,,6 Paya Cut,,
11.11.05.2009,,,,,,7 Seuneubok Aceh,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.05.2010,,,,,,8 Panton Geulima,,
11.11.05.2011,,,,,,9 Neuheun,,
11.11.05.2012,,,,,,10 Matang Sagoe,,
11.11.05.2013,,,,,,11 Matang Mesjid,,
11.11.05.2014,,,,,,12 Matang Cot Paseh,,
11.11.05.2015,,,,,,13 Cot Panjoe,,
11.11.05.2016,,,,,,14 Paya Lipah,,
11.11.05.2017,,,,,,15 Paya Meuneng,,
11.11.05.2018,,,,,,16 Keude Tanjong,,
11.11.05.2019,,,,,,17 Tanjong Paya,,
11.11.05.2020,,,,,,18 Tanjong Nie,,
11.11.05.2021,,,,,,19 Tanjong Mesjid,,
11.11.05.2022,,,,,,20 Pante Cut,,
11.11.05.2023,,,,,,21 Blang Cut,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.05.2024,,,,,,22 Pulo Pisang,,
11.11.05.2025,,,,,,23 Pante Piyeu,,
,,,,,,,,
