K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
51.07.03.2007,,,,,,7 Ngis,,
51.07.03.2008,,,,,,8 Selumbung,,
51.07.03.2009,,,,,,9 Padangbai,,
51.07.03.2010,,,,,,10 Antiga Kelod,,"PMD dan Dukcapil, Perda No. 2/2008"
51.07.03.2011,,,,,,11 Pesedahan,,"PMD dan Dukcapil, Perda No. 2/2008, Perbaikan nama dari Pasedahan
menjadi Pesedahan sesuai Surat Bupati Karangasem No.
140/342/DPMD/SETDA tanggal 19 Mei 2020 hal Mohon perbaikan atas
kekeliruan nama desa dan kelurahan di Kabupaten Karangasem
Provinsi Bali."
51.07.03.2012,,,,,,12 Sengkidu,,"PMD dan Dukcapil, Perda No. 2/2008"
51.07.04,,,,4Karangasem,3,8,,
51.07.04.2001,,,,,,1 Bugbug,,
51.07.04.1002,,,,,1Subagan,,,
51.07.04.1003,,,,,2Padangkerta,,,"Perbaikan nama kelurahan semula Padang Kerta menjadi Padangkerta
sesuai Surat Pernyataan Lurah Padangkerta Tanggal 26 September
2022."
51.07.04.1004,,,,,3Karangasem,,,"Perbaikan nama dari Karang asem menjadi Karangasem sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.04.2005,,,,,,2 Tumbu,,
51.07.04.2006,,,,,,3 Seraya,,
51.07.04.2007,,,,,,4 Seraya Barat,,
51.07.04.2008,,,,,,5 Seraya Timur,,
51.07.04.2009,,,,,,6 Pertima,,
51.07.04.2010,,,,,,7 Tegalinggah,,
51.07.04.2011,,,,,,8 Bukit,,
51.07.05,,,,5Abang,-,14,,
51.07.05.2001,,,,,,1 Ababi,,
51.07.05.2002,,,,,,2 Tiyingtali,,"Perbaikan nama dari Tiying Tali menjadi Tiyingtali sesuai Surat Bupati
Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.05.2003,,,,,,3 Bunutan,,
51.07.05.2004,,,,,,4 Tista,,
51.07.05.2005,,,,,,5 Abang,,
51.07.05.2006,,,,,,6 Pidpid,,
51.07.05.2007,,,,,,7 Datah,,
51.07.05.2008,,,,,,8 Culik,,
51.07.05.2009,,,,,,9 Purwa Kerthi,,"Perbaikan nama dari Purwakerti menjadi Purwa Kerthi sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
,,,,,,,,
