NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.16.21,21 Serang Baru,,,,,,8,,,
,32.16.22,22 Cibarusah,,,,,,7,,,
,32.16.23,23 Bojongmangu,,,,,,6,,,
,32.17,17 KAB. BANDUNG BARAT,Ngamprah,,,16,0,165,1.283,1.799.495,"UU No. 12/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.17.01,1 Lembang,,,,,,16,,,Semula wil. Kab. Bandung
,32.17.02,2 Parongpong,,,,,,7,,,Semula wil. Kab. Bandung
,32.17.03,3 Cisarua,,,,,,8,,,Semula wil. Kab. Bandung
,32.17.04,4 Cikalongwetan,,,,,,13,,,Semula wil. Kab. Bandung
,32.17.05,5 Cipeundeuy,,,,,,12,,,Semula wil. Kab. Bandung
,32.17.06,6 Ngamprah,,,,,,11,,,Semula wil. Kab. Bandung
,32.17.07,7 Cipatat,,,,,,12,,,Semula wil. Kab. Bandung
,32.17.08,8 Padalarang,,,,,,10,,,Semula wil. Kab. Bandung
,32.17.09,9 Batujajar,,,,,,7,,,Semula wil. Kab. Bandung
,32.17.10,10 Cihampelas,,,,,,10,,,Semula wil. Kab. Bandung
,32.17.11,11 Cililin,,,,,,11,,,Semula wil. Kab. Bandung
,32.17.12,12 Cipongkor,,,,,,14,,,Semula wil. Kab. Bandung
,32.17.13,13 Rongga,,,,,,8,,,Semula wil. Kab. Bandung
,32.17.14,14 Sindangkerta,,,,,,11,,,Semula wil. Kab. Bandung
,32.17.15,15 Gununghalu,,,,,,9,,,Semula wil. Kab. Bandung
,32.17.16,16 Saguling,,,,,,6,,,Pemekaran Kec Perda No.20/2011
,32.18,18 KAB. PANGANDARAN,Parigi,,,10,0,93,1.128,433.091,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.18.01,1 Parigi,,,,,,10,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.02,2 Cijulang,,,,,,7,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.03,3 Cimerak,,,,,,11,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.04,4 Cigugur,,,,,,7,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.05,5 Langkaplancar,,,,,,15,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.06,6 Mangunjaya,,,,,,5,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.07,7 Padaherang,,,,,,14,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.08,8 Kalipucang,,,,,,9,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.09,9 Pangandaran,,,,,,8,,,Semula wil Kab. Ciamis UU. No. 21/2012
,32.18.10,10 Sidamulih,,,,,,7,,,Semula wil Kab. Ciamis UU. No. 21/2012
