K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.09.08,,,,8Rimbo Ilir,-,10,,
15.09.08.2001,,,,,,1 Giriwinangun,,
15.09.08.2002,,,,,,2 Sidorejo,,
15.09.08.2003,,,,,,3 Pulung Rejo,,
15.09.08.2004,,,,,,4 Karang Dadi,,
15.09.08.2005,,,,,,5 Giri Purno,,
15.09.08.2006,,,,,,6 Sumber Agung,,
15.09.08.2007,,,,,,7 Sari Mulya,,"Perbaikan nama desa semula Sarimulya menjadi Sari Mulya, sesuai:
Perda No. 2 Tahun 2003; dan
Surat Bup. Tebo No. 146.2/454/Setda.Pem tgl 20 April 2022."
15.09.08.2008,,,,,,8 Sepakat Bersatu,,Pemekaran sebagian Desa Giriwinangun Perda No. 6/2010
15.09.08.2009,,,,,,9 Rantau Kembang,,"Pemekaran sebagian Desa Rantau Langkap Kec. Tebo Ulu Perda No.
6/2010"
15.09.08.2010,,,,,,10 Giri Mulyo,,"Pemekaran sebagian wil. Desa Giriwinangun, sesuai:
Perda No. 08 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.09,,,,9Tengah Ilir,-,6,,
15.09.09.2001,,,,,,1 Muara Kilis,,
15.09.09.2002,,,,,,2 Penapalan,,
15.09.09.2003,,,,,,3 Mengupeh,,
15.09.09.2004,,,,,,4 Rantau Api,,
15.09.09.2005,,,,,,5 Lubuk Mandarsah,,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.09.09.2006,,,,,,6 Lubuk Mandrasah Ulu,,"Pemekaran sebagian wil. Desa Lubuk Mandrasah, sesuai:
Perda No. 7 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.10,,,,10Serai Serumpun,-,8,,Perda No.17 / 2004
15.09.10.2001,,,,,,1 Pinang Belai,,Semula wil. Kec.Tebo Ulu
15.09.10.2002,,,,,,2 Sekutur Jaya,,Semula wil. Kec.Tebo Ulu
15.09.10.2003,,,,,,3 Bukit Pemuatan,,"Perda No.17/2004, Perbaikan nama sesuai Surat Pemkab No.
140/140/PKD/2017 tgl 9 Mei 2017 hal Revisi Kepmendagri No.140-9756
Thn 2016 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl
21 Juni 2017.
Perbaikan nama desa semula Bukit Pamuatan menjadi Bukit Pemuatan,
sesuai:
Perda No. 17 Tahun 2004; dan
Surat Bup. Tebo No.146.2/454/Setda.Pem tgl 20 April 2022."
15.09.10.2004,,,,,,4 Napal Putih,,Perda No.17/2004
15.09.10.2005,,,,,,5 Sako Makmur,,Perda No.17/2004
15.09.10.2006,,,,,,6 Pagar Puding Lamo,,Pemekaran sebagian Desa Pinang Belai Perda No. 5/2010
15.09.10.2007,,,,,,"7 Tanjung Aur
Seberang",,Pemekaran sebagian Desa Sekutur Jaya Perda No. 5/2010
15.09.10.2008,,,,,,8 Teluk Melintang,,Pemekaran sebagian Desa Napal Putih Perda No. 5/2010
,,,,,,,,
