K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.10.03.2010,,,,,,4 Mattiro Ujung,,
73.10.03.2011,,,,,,5 Mattiro Dolangeng,,
,,,,,,Mattiro Baji,,"Menjadi wil. Kec. Liukang Tuppabiring Utara, Perda No. 10/2008"
73.10.03.2013,,,,,,6 Mattiro Bone,,
,,,,,,Mattiro Labangeng,,"Menjadi wil. Kec. Liukang Tuppabiring Utara, Perda No. 10/2008"
73.10.03.2015,,,,,,7 Mattaro Adae,,
73.10.03.1016,,,,,2Mattiro Bintang,,,"Pemekaran sebagian Kel. Mattiro Sompe, Perda No. 1/2010"
73.10.04,,,,4Pangkajene,9,-,,
73.10.04.1001,,,,,1Jagong,,,
73.10.04.1002,,,,,2Mappasaile,,,"Perbaikan nama kel. semula Mappa Saile menjadi Mappasaile sesuai
Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September
2022."
73.10.04.1003,,,,,3Pabundukang,,,
73.10.04.1004,,,,,4Anrong Appaka,,,
73.10.04.1005,,,,,5Sibatua,,,
73.10.04.1006,,,,,6Padoang Doangan,,,
73.10.04.1007,,,,,7Tumampua,,,
73.10.04.1008,,,,,8Tekolabbua,,,
73.10.04.1009,,,,,9Bonto Perak,,,
73.10.05,,,,5Balocci,4,1,,
73.10.05.1001,,,,,1Balleangin,,,"Perbaikan nama kel. semula Balleanging menjadi Balleangin, sesuai:
Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September
2022; dan
Surat Sekda Prov. Sulsel No. 135.8/8696/B.Pem.Otda tgl 29 Agustus
2022."
73.10.05.1002,,,,,2Balocci Baru,,,
73.10.05.1003,,,,,3Kassi,,,"Perubahan nama kel. semula Tonasa menjadi Kassi, sesuai:
Kep. Bup. No. 487 Tahun 2001; dan
Surat Sekda Prov. Sulsel No. 135.8/8696/B.Pem.Otda tgl 29 Agustus
2022."
73.10.05.1004,,,,,4Tonasa,,,"Perubahan nama kel. semula Majannang menjadi Tonasa, sesuai:
Kep. Bup. No. 487 Tahun 2001; dan
Surat Sekda Prov. Sulsel No. 135.8/8696/B.Pem.Otda tgl 29 Agustus
2022."
73.10.05.2005,,,,,,1 Tompo Bulu,,"Perbaikan nama desa semula Tompobulu menjadi Tompo Bulu, sesuai:
Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September
2022; dan
Surat Sekda Prov. Sulsel No. 135.8/8696/B.Pem.Otda tgl 29 Agustus
2022."
73.10.06,,,,6Bungoro,3,5,,
73.10.06.1001,,,,,1Bori Appaka,,,"Perbaikan nama kel. semula Boriappka menjadi Bori Appaka sesuai
Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September
2022."
73.10.06.1002,,,,,2Samalewa,,,
,,,,,,,,
