K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.09.26.2002,,,,,,2 Sumber Harapan,,Semula wil. Kec. Buntu Pane
12.09.26.2003,,,,,,3 Terusan Tengah,,Semula wil. Kec. Buntu Pane
12.09.26.2004,,,,,,4 Piasa Ulu,,Semula wil. Kec. Buntu Pane
12.09.26.2005,,,,,,5 Sidomulyo,,"Semula wil. Kec. Buntu Pane, Perbaikan nama sesuai Perda No.
2/2008 dan BA No. 2826.a/BP/2017 Rapat Penyusunan dan Validasi
Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.09.26.2006,,,,,,6 Teladan,,Semula wil. Kec. Buntu Pane
12.09.26.2007,,,,,,7 Padang Sari,,Perda No. 10/2008
12.09.27,,,,20Setia Janji,-,5,,Perda No. 2/2008
12.09.27.2001,,,,,,1 Urung Pane,,Semula wil. Kec. Buntu Pane
12.09.27.2002,,,,,,2 Sei Silau Tua,,Semula wil. Kec. Buntu Pane
12.09.27.2003,,,,,,3 Sei Silau Barat,,Semula wil. Kec. Buntu Pane
12.09.27.2004,,,,,,4 Silau Maraja,,Semula wil. Kec. Buntu Pane
12.09.27.2005,,,,,,5 Bangun Sari,,Perda No. 10/2008
12.09.28,,,,21Silau Laut,-,5,,Perda No. 2/2008
12.09.28.2001,,,,,,1 Silo Baru,,Semula wil. Kec. Air Joman
12.09.28.2002,,,,,,2 Silo Lama,,Semula wil. Kec. Air Joman
12.09.28.2003,,,,,,3 Silo Bonto,,Semula wil. Kec. Air Joman
12.09.28.2004,,,,,,4 Lubuk Palas,,Semula wil. Kec. Air Joman
12.09.28.2005,,,,,,5 Bangun Sari,,Semula wil. Kec. Air Joman
12.09.29,,,,22Rawang Panca Arga,-,7,,Perda No. 2/2008
12.09.29.2001,,,,,,1 Rawang Lama,,Semula wil. Kec. Meranti
12.09.29.2002,,,,,,2 Rawang Baru,,Semula wil. Kec. Meranti
12.09.29.2003,,,,,,3 Rawang Pasar IV,,Semula wil. Kec. Meranti
12.09.29.2004,,,,,,4 Rawang Pasar V,,Semula wil. Kec. Meranti
12.09.29.2005,,,,,,5 Pondok Bungur,,Semula wil. Kec. Meranti
12.09.29.2006,,,,,,6 Panca Arga,,Semula wil. Kec. Meranti
12.09.29.2007,,,,,,7 Rawang Pasar VI,,Perda No. 10/2008
12.09.30,,,,23Pulo Bandring,-,10,,Perda No. 2/2008
12.09.30.2001,,,,,,1 Suka Damai,,Semula wil. Kec. Meranti
12.09.30.2002,,,,,,2 Perhutaan Silau,,"Semula wil. Kec. Meranti, Perubahan nama Sesuai Surat Bup. Asahan
No. 410/2565 tgl 23 Mei 2016 No. 410/1350 tgl 14 Des 2016 dan ND
Dir. Dekonsentrasi, TP dan Kerjasama No 843/TU/DK/SDV/2017 tgl 14
Agsts 2017"
12.09.30.2003,,,,,,3 Tanah Rakyat,,Semula wil. Kec. Meranti
12.09.30.2004,,,,,,4 Taman Sari,,Semula wil. Kec. Meranti
12.09.30.2005,,,,,,5 Gedangan,,Semula wil. Kec. Meranti
12.09.30.2006,,,,,,6 Suka Makmur,,Semula wil. Kec. Meranti
12.09.30.2007,,,,,,7 Pulo Bandring,,Semula wil. Kec. Meranti
12.09.30.2008,,,,,,8 Sidomulyo,,Semula wil. Kec. Meranti
12.09.30.2009,,,,,,9 Suka Damai Barat,,Perda No. 10/2008
,,,,,,,,
