K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.05.06.2003,,,,,,3 Campago Barat,,"Pemekaran sebagian wil Desa Campago Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.06.2004,,,,,,4 Campago Selatan,,"Pemekaran sebagian wil Desa Campago Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.06.2005,,,,,,5 Sikucua Utara,,"Pemekaran sebagian wil Desa Sikucua Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.06.2006,,,,,,6 Sikucua Timur,,"Pemekaran sebagian wil Desa Sikucua Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.06.2007,,,,,,7 Sikucua Tengah,,"Pemekaran sebagian wil Desa Sikucua Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.06.2008,,,,,,8 Sikucua Barat,,"Pemekaran sebagian wil Desa Sikucua Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.07,,,,7Sungai Garingging,-,4,,
13.05.07.2001,,,,,,1 Kuranji Hulu,,
13.05.07.2002,,,,,,2 Malai III Koto,,
13.05.07.2003,,,,,,"3 Batu Gadang Kuranji
Hulu",,"Pemekaran sebagian Desa Malai III Koto, Perda No. 13/2010"
13.05.07.2004,,,,,,"4 Sungai Sirah Kuranji
Hulu",,"Pemekaran sebagian Desa Malai III Koto, Perda No. 13/2010"
13.05.08,,,,8Sungai Limau,-,4,,
13.05.08.2001,,,,,,1 Kuranji Hilir,,
13.05.08.2002,,,,,,2 Pilubang,,
13.05.08.2003,,,,,,3 Guguak Kuranji Hilir,,"Pemekaran sebagian Desa Kuranji Hilir, Perda No. 13/2010"
13.05.08.2004,,,,,,"4 Koto Tinggi Kuranji
Hilir",,"Pemekaran sebagian Desa Kuranji Hilir, Perda No. 13/2010"
13.05.09,,,,9IV Koto Aur Malintang,-,5,,
13.05.09.2001,,,,,,1 III Koto Aur Malintang,,
13.05.09.2002,,,,,,"2 III Koto Aur Malintang
Utara",,"Pemekaran sebagian Desa III Koto Aur Malintang, Perda No. 13/2010"
13.05.09.2003,,,,,,"3 III Koto Aur Malintang
Timur",,"Pemekaran sebagian Desa III Koto Aur Malintang, Perda No. 13/2010"
