K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.19,KAB. BATU BARA,,,12,10,141,"888,142","UU No. 5 /2007.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.19.01,,,,1Medang Deras,3,18,,Semula wil. Kab. Asahan
12.19.01.1001,,,,,1Pangkalan Dodek,,,
12.19.01.1002,,,,,2Pangkalan Dodek Baru,,,
12.19.01.2003,,,,,,1 Aek Nauli,,
12.19.01.2004,,,,,,2 Durian,,
12.19.01.2005,,,,,,3 Lalang,,
12.19.01.2006,,,,,,4 Medang,,
12.19.01.2007,,,,,,5 Pakam,,
12.19.01.2008,,,,,,6 Pakam Raya,,
12.19.01.2009,,,,,,7 Pematang Cengkering,,
12.19.01.2010,,,,,,8 Sei Buah Keras,,
12.19.01.2011,,,,,,9 Sei Rakyat,,
12.19.01.2012,,,,,,10 Sidomulyo,,
12.19.01.2013,,,,,,11 Tanjung Sigoni,,
12.19.01.2014,,,,,,12 Nenas Siam,,
12.19.01.2015,,,,,,13 Pakam Raya Selatan,,"Pemekaran sebagian Desa Pakam Raya, Perda No.2/2011"
12.19.01.2016,,,,,,14 Mandarsah,,"Pemekaran sebagian Desa Pakam, Perda No.2/2011"
12.19.01.2017,,,,,,15 Medang Baru,,"Pemekaran sebagian Desa Medang, Perda No.2/2011"
12.19.01.2018,,,,,,16 Pematang Nibung,,"Pemekaran sebagian Desa Medang, Perda No.2/2011"
12.19.01.2019,,,,,,17 Cengkering Pekan,,"Pemekaran sebagian Desa Pematang Cengkering, Perda No.2/2011"
12.19.01.2020,,,,,,18 Sei Raja,,"Pemekaran sebagian Desa Sei Rakyat, Perda No.2/2011"
12.19.01.1021,,,,,3Pagurawan,,,"Pemekaran sebagian Kel. Pangkalan Dodek, Perda No.2/2011"
12.19.02,,,,2Sei Suka,1,9,,Semula wil. Kab. Asahan
12.19.02.1001,,,,,"1Perkebunan Sipare
pare",,,
,,,,,,Laut Tador,,"Menjadi wil Kec. Laut Tador, Perda No. 9/2017"
,,,,,,Tanjung Prapat,,"Menjadi wil Kec. Laut Tador, Perda No. 9/2017"
,,,,,,Tanjung Kasau,,"Menjadi wil Kec. Laut Tador, Perda No. 9/2017"
,,,,,,Tanjung Seri,,"Menjadi wil Kec. Laut Tador, Perda No. 9/2017"
,,,,,,Sei Simujur,,"Menjadi wil Kec. Laut Tador, Perda No. 9/2017"
12.19.02.2007,,,,,,1 Sei Suka Deras,,
12.19.02.2008,,,,,,2 Simodong,,
12.19.02.2009,,,,,,3 Pematang Jering,,
,,,,,,,,
