NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,17.06.06,6 Malin Deman,,,,,,7,,,Perda No. 8/2005
,17.06.07,7 Air Rami,,,,,,12,,,Perda No. 8/2005
,17.06.08,8 Teramang Jaya,,,,,,13,,,Perda No. 8/2005
,17.06.09,9 Selagan Raya,,,,,,12,,,Perda No. 8/2005
,17.06.10,10 Penarik,,,,,,14,,,Perda No. 8/2005
,17.06.11,11 XIV Koto,,,,,,8,,,Perda No. 8/2005
,17.06.12,12 V Koto,,,,,,10,,,Perda No. 8/2005
,17.06.13,13 Air Majunto,,,,,,8,,,Perda No. 8/2005
,17.06.14,14 Air Dikit,,,,,,7,,,Perda No. 8/2005
,17.06.15,15 Sungai Rumbai,,,,,,9,,,Perda No. 8/2005
,17.07,7 KAB. LEBONG,Tubei,,,12,11,93,1.667,110.233,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,17.07.01,1 Lebong Utara,,,,,2,10,,,
,17.07.02,2 Lebong Atas,,,,,,6,,,
,17.07.03,3 Lebong Tengah,,,,,1,10,,,
,17.07.04,4 Lebong Selatan,,,,,4,6,,,
,17.07.05,5 Rimbo Pengadang,,,,,1,5,,,
,17.07.06,6 Topos,,,,,1,7,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009"
,17.07.07,7 Bingin Kuning,,,,,,9,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009"
,17.07.08,8 Lebong Sakti,,,,,,9,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009"
,17.07.09,9 Tubei,,,,,1,7,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009, perubahan nama kec Pelabai Menjadi Tubei Perda No 6/2020"
,17.07.10,10 Amen,,,,,1,9,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009"
,17.07.11,11 Uram Jaya,,,,,,7,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009"
,17.07.12,12 Pinang Belapis,,,,,,8,,,"Perda No.11/2008, Rek. Gubernur No.100/267.a/II/B.1 Tgl 29 Oktober
2009"
,17.08,8 KAB. KEPAHIANG,Kepahiang,,,8,12,105,739,153.232,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,17.08.01,1 Bermani Ilir,,,,,1,18,,,
,17.08.02,2 Ujan Mas,,,,,1,16,,,
,17.08.03,3 Tebat Karai,,,,,1,13,,,
