K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
71.08.05.2001,,,,,,1 Solo,,
71.08.05.2002,,,,,,2 Boroko,,
71.08.05.2003,,,,,,3 Bigo,,
71.08.05.2004,,,,,,4 Kuala,,
71.08.05.2005,,,,,,5 Pontak,,
71.08.05.2006,,,,,,6 Inomunga,,
71.08.05.2007,,,,,,7 Komus II,,
71.08.05.2008,,,,,,8 Boroko Timur,,
71.08.05.2009,,,,,,9 Kuala Utara,,Perda Kab. Bolaang Mongondow No. 20/2007
71.08.05.2010,,,,,,10 Gihang,,Pemekaran Wilayah Desa Pontak Perda No. 1/2012
71.08.05.2011,,,,,,11 Boroko Utara,,Pemekaran Wilayah Desa Boroko Perda No. 1/2012
71.08.05.2012,,,,,,12 Bigo Selatan,,Perda No 9/2010
71.08.05.2013,,,,,,13 Soligir,,Perda No 9/2010
71.08.05.2014,,,,,,14 Inomunga Utara,,Perda No 9/2010
71.08.05.2015,,,,,,15 Komus Dua Timur,,Perda No 9/2010
71.08.06,,,,6Pinogaluman,-,22,,Semula wil. Kab. Bolaang Mongondow
71.08.06.2001,,,,,,1 Komus I,,
71.08.06.2002,,,,,,2 Tuntung,,
71.08.06.2003,,,,,,3 Batu Tajam,,
71.08.06.2004,,,,,,4 Dalapuli,,
71.08.06.2005,,,,,,5 Buko,,
71.08.06.2006,,,,,,6 Dengi,,
71.08.06.2007,,,,,,7 Tombulang,,
71.08.06.2008,,,,,,8 Tuntulow,,
71.08.06.2009,,,,,,9 Kayu Ogu,,
71.08.06.2010,,,,,,10 Tanjung Sidupa,,Perda Kab. Bolaang Mongondow No. 20/2007
71.08.06.2011,,,,,,11 Buko Selatan,,Perda Kab. Bolaang Mongondow No. 20/2007
71.08.06.2012,,,,,,12 Busato,,Perda Kab. Bolaang Mongondow No. 20/2007
71.08.06.2013,,,,,,13 Batu Bantayo,,Perda Kab. Bolaang Mongondow No. 20/2007
71.08.06.2014,,,,,,14 Padango,,Pemekaran Wilayah Desa Kayuogu Perda No. 1/2012
71.08.06.2015,,,,,,15 Tuntulow Utara,,Perda No.9/2010
71.08.06.2016,,,,,,16 Dalapuli Timur,,Perda No.9/2010
71.08.06.2017,,,,,,17 Dalapuli Barat,,Perda No.9/2010
71.08.06.2018,,,,,,18 Buko Utara,,Perda No.9/2010
71.08.06.2019,,,,,,19 Tambulang Timur,,Perda No.9/2010
71.08.06.2020,,,,,,20 Tambulang Pantai,,Perda No.9/2010
71.08.06.2021,,,,,,21 Tuntung Timur,,Perda No.9/2010
71.08.06.2022,,,,,,22 Duini,,Perda No.9/2010
