NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.09.10,3 Tanjung Balai,,,,,,8,,,
,12.09.11,4 Sei Kepayang,,,,,,6,,,
,12.09.12,5 Simpang Empat,,,,,,8,,,
,12.09.13,6 Air Batu,,,,,,12,,,
,12.09.14,7 Pulau Rakyat,,,,,,12,,,
,12.09.15,8 Bandar Pulau,,,,,,10,,,
,12.09.16,9 Buntu Pane,,,,,,9,,,
,12.09.17,10 Bandar Pasir Mandoge,,,,,,9,,,
,12.09.18,11 Aek Kuasan,,,,,1,6,,,
,12.09.19,12 Kota Kisaran Barat,,,,,13,,,,
,12.09.20,13 Kota Kisaran Timur,,,,,12,,,,
,12.09.21,14 Aek Songsongan,,,,,,9,,,Perda No. 2/2008
,12.09.22,15 Rahuning,,,,,,7,,,"Perda No. 2/2008.
Perbaikan nama kec. semula Rahunig menjadi Rahuning, sesuai:
Perda No. 2 Tahun 2008;
Surat Sekda Prov. Sumut No. 138/5043 tgl 17 Mei 2022; dan
Surat Bup. Asahan No. 100/1476.1 tgl 31 Maret 2022."
,12.09.23,16 Sei Dadap,,,,,,10,,,Perda No. 2/2008
,12.09.24,17 Sei Kepayang Barat,,,,,,6,,,Perda No. 2/2008
,12.09.25,18 Sei Kepayang Timur,,,,,,5,,,Perda No. 2/2008
,12.09.26,19 Tinggi Raja,,,,,,7,,,Perda No. 2/2008
,12.09.27,20 Setia Janji,,,,,,5,,,Perda No. 2/2008
,12.09.28,21 Silau Laut,,,,,,5,,,Perda No. 2/2008
,12.09.29,22 Rawang Panca Arga,,,,,,7,,,Perda No. 2/2008
,12.09.30,23 Pulo Bandring,,,,,,10,,,Perda No. 2/2008
,12.09.31,24 Teluk Dalam,,,,,,6,,,Perda No. 2/2008
,12.09.32,25 Aek Ledong,,,,,,7,,,Perda No. 2/2008
,12.10,10 KAB. LABUHANBATU,Rantau Prapat,,,9,23,75,2.772,505.875,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.10.01,1 Rantau Utara,,,,,10,,,,
,12.10.02,2 Rantau Selatan,,,,,9,,,,
,12.10.07,3 Bilah Barat,,,,,,10,,,
,12.10.08,4 Bilah Hilir,,,,,2,11,,,
,12.10.09,5 Bilah Hulu,,,,,,24,,,
,12.10.14,6 Pangkatan,,,,,,7,,,
,12.10.18,7 Panai Tengah,,,,,1,9,,,
