NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
IX,19,KEPULAUAN BANGKA BELITUNG,,6,1,47,84,309,16.690,1.472.427,
,19.01,1 KAB. BANGKA,Sungai Liat,,,8,19,62,3.017,324.232,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,19.01.01,1 Sungailiat,,,,,12,1,,,
,19.01.02,2 Belinyu,,,,,7,5,,,
,19.01.03,3 Merawang,,,,,,10,,,
,19.01.04,4 Mendo Barat,,,,,,15,,,
,19.01.05,5 Pemali,,,,,,6,,,
,19.01.06,6 Bakam,,,,,,9,,,
,19.01.07,7 Riau Silip,,,,,,9,,,
,19.01.08,8 Puding Besar,,,,,,7,,,
,19.02,2 KAB. BELITUNG,Tanjung Pandan,,,5,7,42,2.271,183.353,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,19.02.01,1 Tanjung Pandan,,,,,7,9,,,
,19.02.02,2 Membalong,,,,,,12,,,
,19.02.03,3 Selat Nasik,,,,,,4,,,
,19.02.04,4 Sijuk,,,,,,10,,,
,19.02.05,5 Badau,,,,,,7,,,
,19.03,3 KAB. BANGKA SELATAN,Toboali,,,8,3,50,3.598,201.948,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,19.03.01,1 Toboali,,,,,3,8,,,
,19.03.02,2 Lepar,,,,,,4,,,"Perubahan nama kec. semula Lepar Pongok menjadi Lepar, sesuai:
Perda No. 2 Tahun 2012;
Surat Sekda Prov. Kep. Babel No. 120/03/03.a/1 tgl 31 Agustus 2022;
dan
Surat Sekda Kab. Bangka Selatan No. 100/1596/I/2022 tgl 29 Agustus
2022."
,19.03.03,3 Airgegas,,,,,,10,,,"Perbaikan nama kec. semula Air Gegas menjadi Airgegas, sesuai:
Perda No. 26 Tahun 2007;
Surat Sekda Prov. Kep. Babel No. 120/03/03.a/1 tgl 31 Agustus 2022;
dan
Surat Sekda Kab. Bangka Selatan No. 100/1596/I/2022 tgl 29 Agustus
2022."
,19.03.04,4 Simpang Rimba,,,,,,7,,,
,19.03.05,5 Payung,,,,,,9,,,
