K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.06.04.2010,,,,,,9 Suka Maju,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.04.2011,,,,,,10 Lubuk Soting,,"Pemekaran Desa Perda No. 2/2009, Perbaikan nama sesuai Validasi
Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data nama
desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.04.2012,,,,,,11 Tingkok,,Pemekaran Desa Perda No. 2/2009
14.06.05,,,,5Kepenuhan,1,9,,
14.06.05.1001,,,,,1KepenuhanTengah,,,
,,,,,,Kepenuhan Kota,,"Berdasarkan Surat Kepala BPMPD Kab. Rokan Hulu No.
140/BPMPD-PEMDES/652/2012 tanggal 15-10-2012"
14.06.05.2003,,,,,,1 Kepenuhan Barat,,
14.06.05.2004,,,,,,2 Kepenuhan Hilir,,
14.06.05.2005,,,,,,3 Kepenuhan Timur,,
14.06.05.2006,,,,,,"4 Kepenuhan Barat Sei
Rokan Jaya",,"Perda No. 14/2007, Perbaikan nama sesuai Validasi Ditjen BPD tgl 23
Juni 2016, Perbaikan nama hasil validasi data nama desa tgl 28 April
2017 dan rekomendasi Ditjen Bina Pemdes No.146/3672/BPD tgl 21
Juni 2017"
14.06.05.2007,,,,,,5 Kepenuhan Raya,,
14.06.05.2008,,,,,,6 Kepenuhan Baru,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.05.2009,,,,,,"7 Kepenuhan Barat
Mulya",,"Perda No. 14/2007, Perbaikan nama sesuai Validasi Ditjen BPD tgl 23
Juni 2016, Perbaikan nama hasil validasi data nama desa tgl 28 April
2017 dan rekomendasi Ditjen Bina Pemdes No.146/3672/BPD tgl 21
Juni 2017"
14.06.05.2010,,,,,,8 Ulak Patian,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,"Kepenuhan Suka
Maju",,"Berdasarkan Surat Kepala BPMPD Kab. Rokan Hulu No.
140/BPMPD-PEMDES/652/2012 tanggal 15-10-2012"
14.06.05.2012,,,,,,9 Rantau Binuang Sakti,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Kepenuhan Hulu,,"Menjadi wil. Kec. Kepenuhan Hulu, Perda No. 9/2007"
,,,,,,Kepayang,,"Menjadi wil. Kec. Kepenuhan Hulu, Perda No. 9/2007"
,,,,,,Muara Jaya,,"Menjadi wil. Kec. Kepenuhan Hulu, Perda No. 9/2007"
,,,,,,Kepenuhan Jaya,,"Menjadi wil. Kec. Kepenuhan Hulu, Perda No. 9/2007"
,,,,,,Pekan Tebih,,"Menjadi wil. Kec. Kepenuhan Hulu, Perda No. 9/2007"
14.06.06,,,,6Kunto Darussalam,1,9,,
14.06.06.1001,,,,,1Kota Lama,,,
,,,,,,,,
