NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,81.07,7 KAB. KEPULAUAN ARU,Dobo,,,10,2,117,8.097,106.988,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.07.01,1 Pulau-Pulau Aru,,,,,2,13,,,
,81.07.02,2 Aru Selatan,,,,,,15,,,
,81.07.03,3 Aru Tengah,,,,,,22,,,
,81.07.04,4 Aru Utara,,,,,,12,,,Perda No. 15/2008
,81.07.05,5 Aru Utara Timur Batuley,,,,,,9,,,"Perda No. 15/2008, Perubahan nama Kec. Aru Perda No. 4/2012"
,81.07.06,6 Sir-Sir,,,,,,9,,,"Perda No. 15/2008, Pemekaran Kec. Perda No. 4/2012"
,81.07.07,7 Aru Tengah Timur,,,,,,13,,,Perda No. 15/2008
,81.07.08,8 Aru Tengah Selatan,,,,,,7,,,Perda No. 15/2008
,81.07.09,9 Aru Selatan Timur,,,,,,10,,,Perda No. 15/2008
,81.07.10,10 Aru Selatan Utara,,,,,,7,,,"Perda No. 15/2008, Pemekaran Kec. Perda No. 4/2012"
,81.08,8 KAB. MALUKU BARAT DAYA,Tiakur,,,17,1,117,4.552,87.815,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.08.01,1 Moa,,,,,1,7,,,"Semula wil. Kab. Maluku Tenggara Barat
Perbaikan nama kecamatan semula Moa Lakor menjadi Moa sesuai
Perda No. 8/2022."
,81.08.02,2 Damer,,,,,,7,,,Semula wil. Kab. Maluku Tenggara Barat
,81.08.03,3 Mdona Hyera,,,,,,11,,,"Semula wil. Kab. Maluku Tenggara Barat
Perbaikan nama kecamatan semula Mndona Hiera menjadi Mdona
Hyera sesuai Perda Kab. Maluku Barat Daya No.7/2022."
,81.08.04,4 Babar Barat,,,,,,9,,,"Semula wil. Kab. Maluku Tenggara Barat
Perbaikan nama kecamatan semula Pulau-Pulau Babar menjadi Babar
Barat sesuai Perda No. 9/2022."
,81.08.05,5 Pulau-pulau Babar Timur,,,,,,11,,,Semula wil. Kab. Maluku Tenggara Barat
,81.08.06,6 Wetar Selatan,,,,,,6,,,"Semula wil. Kab. Maluku Tenggara Barat
Perbaikan nama kecamatan semula Wetar menjadi Wetar Selatan sesuai
Perda No. 11/2022."
,81.08.07,7 Kisar Selatan,,,,,,6,,,"Semula wil. Kab. Maluku Tenggara Barat
Perbaikan nama kecamatan semula Pulau-pulau Terselatan menjadi
Kisar Selatan sesuai Perda No. 10/2022."
,81.08.08,8 Pulau Leti,,,,,,7,,,Semula wil. Kab. Maluku Tenggara Barat
,81.08.09,9 Pulau Masela,,,,,,11,,,Pemekaran Kec. Babar Timur Perda No. 2/2012
,81.08.10,10 Dawelor Dawera,,,,,,6,,,Pemekaran Kec. Babar Timur Perda No. 3/2012
,81.08.11,11 Pulau Wetang,,,,,,8,,,Pemekaran Kec. Pulau-pulau Babar Perda No. 4/2012
,81.08.12,12 Pulau Lakor,,,,,,5,,,Pemekaran Kec. Moa Lakor Perda No. 5/2012
,81.08.13,13 Wetar Utara,,,,,,6,,,Pemekaran Kec. Wetar Perda No. 6/2012
