K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
31,DKI JAKARTA,,,,,,,
31.75,KOTA ADM. JAKARTA TIMUR,,,10,65,0,"185,538","UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
31.75.01,,,,1Matraman,6,-,,
31.75.01.1001,,,,,1Pisangan Baru,,,
31.75.01.1002,,,,,2Utan Kayu Utara,,,
31.75.01.1003,,,,,3Kayu Manis,,,
31.75.01.1004,,,,,4Palmeriam,,,
31.75.01.1005,,,,,5Kebon Manggis,,,
31.75.01.1006,,,,,6Utan Kayu Selatan,,,
31.75.02,,,,2Pulogadung,7,-,,
31.75.02.1001,,,,,1Pulo Gadung,,,
31.75.02.1002,,,,,2Pisangan Timur,,,
31.75.02.1003,,,,,3Cipinang,,,
31.75.02.1004,,,,,4Jatinegara Kaum,,,
31.75.02.1005,,,,,5Rawamangun,,,
31.75.02.1006,,,,,6Kayu Putih,,,
31.75.02.1007,,,,,7Jati,,,
31.75.03,,,,3Jatinegara,8,-,,
31.75.03.1001,,,,,1Kampung Melayu,,,
31.75.03.1002,,,,,2Bidara Cina,,,
31.75.03.1003,,,,,3Bali Mester,,,
31.75.03.1004,,,,,4Rawa Bunga,,,
31.75.03.1005,,,,,5Cipinang Cempedak,,,
31.75.03.1006,,,,,6Cipinang Muara,,,
31.75.03.1007,,,,,"7Cipinang Besar
Selatan",,,
31.75.03.1008,,,,,8Cipinang Besar Utara,,,
31.75.04,,,,4Kramatjati,7,-,,
31.75.04.1001,,,,,1Kramatjati,,,
31.75.04.1002,,,,,2Tengah,,,
31.75.04.1003,,,,,3Dukuh,,,
31.75.04.1004,,,,,4Batu Ampar,,,
31.75.04.1005,,,,,5Balekambang,,,
31.75.04.1006,,,,,6Cililitan,,,
31.75.04.1007,,,,,7Cawang,,,
31.75.05,,,,5Pasar Rebo,5,-,,
,,,,,,,,
