Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.71.40385,Pulau Siali,,"01°01'07.00"" U 103°48'16.99"" T",TBP
21.71.40386,Pulau Siantu,,"00°57'55.44"" U 103°49'25.28"" T",TBP
21.71.40387,Pulau Singa,,"00°38'01.00"" U 104°15'41.00"" T",TBP
21.71.40388,Pulau Siondo Besar,,"01°02'53.49"" U 103°52'29.87"" T",
21.71.40389,Pulau Siondo Kecil,,"01°02'53.03"" U 103°52'28.31"" T",
21.71.40390,Pulau Sitinggau,,"01°01'19.99"" U 104°05'03.99"" T",TBP
21.71.40391,Pulau Sitinggau Kecil,,"01°01'17.79"" U 104°05'20.64"" T",
21.71.40392,Pulau Subangmas,,"00°57'02.00"" U 104°10'03.00"" T",BP
21.71.40393,Pulau Subar,,"01°08'43.00"" U 103°49'50.99"" T",TBP
21.71.40394,Pulau Sungai Kucing,,"01°00'12.94"" U 103°54'31.96"" T",
21.71.40395,Pulau Supat,,"00°55'27.79"" U 104°01'41.83"" T",TBP
21.71.40396,Pulau Supu,,"00°32'33.71"" U 104°14'52.67"" T",TBP
21.71.40397,Pulau Suwe,,"01°07'50.00"" U 103°52'23.99"" T",TBP
21.71.40398,Pulau Taher,,"00°28'47.06"" U 104°16'32.06"" T",TBP
21.71.40399,Pulau Takong,,"00°38'33.10"" U 104°00'40.00"" T",
21.71.40400,Pulau Takong Besar,,"01°06'58.00"" U 103°42'51.00"" T",TBP
21.71.40401,Pulau Takong Kecil,,"01°06'19.00"" U 103°43'07.00"" T",TBP
21.71.40402,Pulau Taman,,"01°06'08.13"" U 103°50'50.38"" T",TBP
21.71.40403,Pulau Tandur,,"01°02'15.00"" U 103°48'19.00"" T",TBP
21.71.40404,Pulau Tanjung Saman,,"01°03'12.46"" U 104°04'58.59"" T",
21.71.40405,Pulau Tanjung Sigam,,"00°57'58.92"" U 104°03'37.07"" T",
21.71.40406,Pulau Tanjungdahan,,"00°41'17.00"" U 104°19'23.99"" T",BP
21.71.40407,Pulau Tanjunggemuk,,"00°38'26.99"" U 104°14'42.00"" T",TBP
21.71.40408,Pulau Tanjungjati,,"01°01'44.64"" U 103°50'06.42"" T",TBP
21.71.40409,Pulau Tanjungkubu,,"01°00'55.03"" U 103°53'48.80"" T",BP
21.71.40410,Pulau Tanjungladan,,"01°00'36.00"" U 103°45'25.99"" T",TBP
21.71.40411,Pulau Tanjunglombok,,"01°06'32.00"" U 103°51'40.00"" T",TBP
21.71.40412,Pulau Tanjungmenaun,,"00°37'53.02"" U 104°04'30.77"" T",TBP
21.71.40413,Pulau Tanjungmengkada,,"01°00'04.00"" U 103°55'48.00"" T",TBP
21.71.40414,Pulau Tanjungmide,,"01°05'07.00"" U 103°52'04.00"" T",TBP
21.71.40415,Pulau Tanjungsauh,,"01°02'39.00"" U 104°10'18.00"" T",BP
21.71.40416,Pulau Telan,,"00°56'28.00"" U 103°47'16.00"" T",TBP
21.71.40417,Pulau Telejek Besar,,"00°37'18.00"" U 104°17'42.00"" T",BP
21.71.40418,Pulau Telejek Kecil,,"00°36'56.00"" U 104°17'53.00"" T",TBP
21.71.40419,Pulau Telinga,,"00°58'45.99"" U 104°04'50.00"" T",TBP
21.71.40420,Pulau Telinga,,"00°58'40.72"" U 104°02'53.86"" T",
21.71.40421,Pulau Teluk Nipa,,"00°40'27.00"" U 104°19'09.00"" T",BP
21.71.40422,Pulau Telukbakau,,"00°56'24.00"" U 103°46'27.99"" T",TBP
21.71.40423,Pulau Telukdalam,,"01°02'12.00"" U 103°53'01.00"" T",BP
21.71.40424,Pulau Tembesi,,"00°59'34.40"" U 104°03'13.70"" T",
