K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Mandalasari,,
,,,,,,Sumur Bandung,,
,,,,,,Sarimukti,,
,,,,Ngamprah,,,,"Menjadi wil. Kab. Bandung Barat, UU No. 12 / 2007"
,,,,,,Ngamprah,,
,,,,,,Cimareme,,
,,,,,,Cilame,,
,,,,,,Tanimulya,,
,,,,,,Cimanggu,,
,,,,,,Bojongkoneng,,
,,,,,,Margajaya,,
,,,,,,Mekarsari,,
,,,,,,Gadobangkong,,
,,,,,,Sukatani,,
,,,,,,Pakuhaji,,
32.04.05,,,,1Cileunyi,-,6,,
32.04.05.2001,,,,,,1 Cileunyi Kulon,,
32.04.05.2002,,,,,,2 Cileunyi Wetan,,
32.04.05.2003,,,,,,3 Cimekar,,
32.04.05.2004,,,,,,4 Cinunuk,,
32.04.05.2005,,,,,,5 Cibiru Hilir,,
32.04.05.2006,,,,,,6 Cibiru Wetan,,
32.04.06,,,,2Cimenyan,2,7,,
32.04.06.1001,,,,,1Padasuka,,,
32.04.06.1002,,,,,2Cibeunying,,,
32.04.06.2003,,,,,,1 Cimenyan,,
32.04.06.2004,,,,,,2 Mandalamekar,,
32.04.06.2005,,,,,,3 Cikadut,,
32.04.06.2006,,,,,,4 Ciburial,,
32.04.06.2007,,,,,,5 Sindanglaya,,
32.04.06.2008,,,,,,6 Mekarsaluyu,,
32.04.06.2009,,,,,,7 Mekarmanik,,
32.04.07,,,,3Cilengkrang,-,6,,
32.04.07.2001,,,,,,1 Jatiendah,,
32.04.07.2002,,,,,,2 Cilengkrang,,
32.04.07.2003,,,,,,3 Cipanjalu,,
32.04.07.2004,,,,,,4 Melatiwangi,,
32.04.07.2005,,,,,,5 Ciporeat,,
32.04.07.2006,,,,,,6 Girimekar,,
32.04.08,,,,4Bojongsoang,-,6,,
