K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.17.13.2005,,,,,,5 Cicadas,,
32.17.13.2006,,,,,,6 Cinengah,,
32.17.13.2007,,,,,,7 Sukamanah,,
32.17.13.2008,,,,,,8 Sukaresmi,,
32.17.14,,,,14Sindangkerta,-,11,,Semula wil. Kab. Bandung
32.17.14.2001,,,,,,1 Cintakarya,,
32.17.14.2002,,,,,,2 Sindangkerta,,
32.17.14.2003,,,,,,3 Buninagara,,
32.17.14.2004,,,,,,4 Cikadu,,
32.17.14.2005,,,,,,5 Cicangkanggirang,,
32.17.14.2006,,,,,,6 Mekarwangi,,
32.17.14.2007,,,,,,7 Pasirpogor,,
32.17.14.2008,,,,,,8 Puncaksari,,
32.17.14.2009,,,,,,9 Rancasenggang,,
32.17.14.2010,,,,,,10 Weninggalih,,
32.17.14.2011,,,,,,11 Wangunsari,,
32.17.15,,,,15Gununghalu,-,9,,Semula wil. Kab. Bandung
32.17.15.2001,,,,,,1 Sirnajaya,,
32.17.15.2002,,,,,,2 Gununghalu,,
32.17.15.2003,,,,,,3 Bunijaya,,
32.17.15.2004,,,,,,4 Celak,,
32.17.15.2005,,,,,,5 Cilangari,,
32.17.15.2006,,,,,,6 Sindangjaya,,
32.17.15.2007,,,,,,7 Sukasari,,
32.17.15.2008,,,,,,8 Tamanjaya,,
32.17.15.2009,,,,,,9 Wargasaluyu,,
32.17.16,,,,16Saguling,-,6,,Pemekaran Kec Perda No.20/2011
32.17.16.2001,,,,,,1 Cikande,,Semula wil Kec Batujajar Perda No.20/2011
32.17.16.2002,,,,,,2 Jati,,Semula wil Kec Batujajar Perda No.20/2011
32.17.16.2003,,,,,,3 Girimukti,,Semula wil Kec Batujajar Perda No.20/2011
32.17.16.2004,,,,,,4 Bojonghaleuang,,Semula wil Kec Batujajar Perda No.20/2011
32.17.16.2005,,,,,,5 Cipangeran,,Semula wil Kec Batujajar Perda No.20/2011
32.17.16.2006,,,,,,6 Saguling,,Semula wil Kec Batujajar Perda No.20/2011
