K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.10.06.1003,,,,,3Sapanang,,,
73.10.06.2004,,,,,,1 Bowong Cindea,,
73.10.06.2005,,,,,,2 Tabo-Tabo,,"Perbaikan nama desa semula Tabo Tabo menjadi Tabo-Tabo sesuai
Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September
2022."
73.10.06.2006,,,,,,3 Mangilu,,
73.10.06.2007,,,,,,4 Bulu Cindea,,
73.10.06.2008,,,,,,5 Biring Ere,,
73.10.07,,,,7Labakkang,4,9,,
73.10.07.1001,,,,,1Labakkang,,,
73.10.07.1002,,,,,2Mangallekana,,,
73.10.07.1003,,,,,3Pundata Baji,,,
73.10.07.1004,,,,,4Borimasunggu,,,
73.10.07.2005,,,,,,1 Patallassang,,"Perbaikan nama desa semula Pattalassang menjadi Patallassang
sesuai Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7
September 2022."
73.10.07.2006,,,,,,2 Manakku,,
73.10.07.2007,,,,,,3 Gentung,,
73.10.07.2008,,,,,,4 Batara,,
73.10.07.2009,,,,,,5 Taraweang,,
73.10.07.2010,,,,,,6 Kanaungan,,
73.10.07.2011,,,,,,7 Bonto Manai,,
73.10.07.2012,,,,,,8 Kassiloe,,"Perbaikan nama desa semula Kassi Loe menjadi Kassiloe sesuai Surat
Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September 2022."
73.10.07.2013,,,,,,9 Bara Batu,,
73.10.08,,,,8Marang,4,6,,
73.10.08.1001,,,,,1Bonto-Bonto,,,"Perbaikan nama kel. semula Bonto Bonto menjadi Bonto-Bonto sesuai
Surat Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September
2022."
73.10.08.1002,,,,,2Talaka,,,
73.10.08.1003,,,,,3Ma'rang,,,"Perbaikan nama kel. semula Marang menjadi Ma'rang sesuai Surat
Pernyataan Bup. Pangkajene dan Kepulauan tgl 7 September 2022."
73.10.08.1004,,,,,4Attang Salo,,,
73.10.08.2005,,,,,,1 Padang Lampe,,
73.10.08.2006,,,,,,2 Tamangapa,,
73.10.08.2007,,,,,,3 Pitusunggu,,
73.10.08.2008,,,,,,4 Pitue,,
73.10.08.2009,,,,,,5 Punranga,,
73.10.08.2010,,,,,,6 Alesipitto,,
73.10.09,,,,9Segeri,4,2,,
73.10.09.1001,,,,,1Bonto Matene,,,
73.10.09.1002,,,,,2Segeri,,,
,,,,,,,,
