K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.12,KAB. ACEH BARAT DAYA,,,9,0,152,"1.882,277","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.12.01,,,,1Blangpidie,-,20,,"Perbaikan nama kec. semula Blang Pidie menjadi Blangpidie, sesuai:
UU No. 4 Tahun 2002; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
,,,,,,Baru,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
,,,,,,Alue Rambot,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
,,,,,,Kuta Jeumpa,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
,,,,,,Alue Sungai Pinang,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
,,,,,,Cot Mane,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
11.12.01.2006,,,,,,1 Guhang,,
11.12.01.2007,,,,,,2 Seunaloh,,
11.12.01.2008,,,,,,3 Lhung Asan,,
,,,,,,Ladang Neubok,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
11.12.01.2010,,,,,,4 Lhung Tarok,,
,,,,,,Aso Nanggroe,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
,,,,,,Padang Geulempang,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
,,,,,,Ikhu Lhueng,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
11.12.01.2014,,,,,,5 Cot Jeurat,,
11.12.01.2015,,,,,,6 Meudang Ara,,
11.12.01.2016,,,,,,7 Keude Siblah,,
11.12.01.2017,,,,,,8 Kuta Bahagia,,
11.12.01.2018,,,,,,9 Kuta Tinggi,,
11.12.01.2019,,,,,,10 Mata Ie,,
11.12.01.2020,,,,,,11 Geulumpang Payong,,
11.12.01.2021,,,,,,12 Panton Raya,,
11.12.01.2022,,,,,,13 Alue Manggota,,
11.12.01.2023,,,,,,14 Lam Kuta,,
11.12.01.2024,,,,,,15 Baharu,,
11.12.01.2025,,,,,,16 Keude Paya,,
11.12.01.2026,,,,,,17 Pasar Blangpidie,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
,,,,,,Kuta Makmur,,"Menjadi wil. Kec. Jeumpa, Qanun No. 4/2006"
11.12.01.2028,,,,,,18 Kuta Tuha,,
11.12.01.2029,,,,,,19 Gudang,,
,,,,,,,,
