K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.14.16.2005,,,,,,5 Tanjungsari,,
32.14.16.2006,,,,,,6 Salammulya,,
32.14.16.2007,,,,,,7 Salamjaya,,
32.14.16.2008,,,,,,8 Bungurjaya,,
32.14.16.2009,,,,,,9 Gurudug,,
32.14.16.2010,,,,,,10 Sukajadi,,
32.14.16.2011,,,,,,11 Situ,,
32.14.17,,,,17Kiarapedes,-,10,,
32.14.17.2001,,,,,,1 Kiarapedes,,"Perbaikan nama desa semula Karangpedas menjadi Kiarapedes,
sesuai:
Surat Asisten Pemerintahan dan Kesejahteraan Rakyat Prov. Jabar
No.4403/BP.02.02/Pemotda Tgl 1 Agustus 2022; dan
Perda Kab. Purwakarta No.24/2000."
32.14.17.2002,,,,,,2 Ciracas,,
32.14.17.2003,,,,,,3 Parakangarokgek,,
32.14.17.2004,,,,,,4 Taringgul Landeuh,,"Surat Bupati No 140/4377/DKPS tgl 26 Des 2019 hal permohonan
revisi nomenklatur desa dan kel di kab Purwakarta"
32.14.17.2005,,,,,,5 Mekarjaya,,
32.14.17.2006,,,,,,6 Margaluyu,,
32.14.17.2007,,,,,,7 Gardu,,
32.14.17.2008,,,,,,8 Cibeber,,
32.14.17.2009,,,,,,9 Pusakamulya,,
32.14.17.2010,,,,,,10 Sumbersari,,
