K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.72.04,,,,4Bungi,5,-,,
74.72.04.1001,,,,,1Liabuku,,,
74.72.04.1002,,,,,2Ngkaring Karing,,,
74.72.04.1003,,,,,3Kampeonaho,,,
,,,,,Kalia-Lia,,,"Menjadi wil. Kec. Lea-Lea, Perda No.11/2008"
,,,,,Lowu-Lowu,,,"Menjadi wil. Kec. Lea-Lea, Perda No.11/2008"
,,,,,Palabusa,,,"Menjadi wil. Kec. Lea-Lea, Perda No.11/2008"
,,,,,Kolese,,,"Menjadi wil. Kec. Lea-Lea, Perda No.11/2008"
74.72.04.1008,,,,,4Waliabuku,,,Perda No. 3/2007
,,,,,Kantalai,,,"Menjadi wil. Kec. Lea-Lea, Perda No.11/2008"
74.72.04.1010,,,,,5Tampuna,,,Perda No.10/2008
74.72.05,,,,5Kokalukuna,6,-,,Perda No. 2/2006
74.72.05.1001,,,,,1Liwuto,,,Semula wil. Kec. Wolio
74.72.05.1002,,,,,2Sukanaeyo,,,Semula wil. Kec. Wolio
74.72.05.1003,,,,,3Lakologou,,,Semula wil. Kec. Wolio
74.72.05.1004,,,,,4Waruruma,,,Semula wil. Kec. Wolio
74.72.05.1005,,,,,5Kadolomoko,,,Semula wil. Kec. Wolio
74.72.05.1006,,,,,6Kadolo,,,Perda No. 3/2007
74.72.06,,,,6Murhum,5,-,,Perda No. 3/2006
,,,,,Kaobula,,,"Menjadi wil Kec. Batupoaro, Perda No. 2/2012"
,,,,,Wameo,,,"Menjadi wil Kec. Batupoaro, Perda No. 2/2012"
,,,,,Ngangana Umala,,,"Menjadi wil Kec. Batupoaro, Perda No. 2/2012"
,,,,,Lanto,,,"Menjadi wil Kec. Batupoaro, Perda No. 2/2012"
,,,,,Tarafu,,,"Menjadi wil Kec. Batupoaro, Perda No. 2/2012"
,,,,,Bonebone,,,"Menjadi wil Kec. Batupoaro, Perda No. 2/2012"
74.72.06.1007,,,,,1Wajo,,,Semula wil. Kec. Betoambari
74.72.06.1008,,,,,2Lamangga,,,Semula wil. Kec. Betoambari
74.72.06.1009,,,,,3Melai,,,Semula wil. Kec. Betoambari
74.72.06.1010,,,,,4Baadia,,,Semula wil. Kec. Betoambari
74.72.06.1011,,,,,5Tanganapada,,,Semula wil. Kec. Betoambari
74.72.07,,,,7Lea-Lea,5,-,,Perda No.11/2008
74.72.07.1001,,,,,1Lowu-Lowu,,,Semula wil. Kec. Bungi
74.72.07.1002,,,,,2Kalia-Lia,,,Semula wil. Kec. Bungi
74.72.07.1003,,,,,3Palabusa,,,Semula wil. Kec. Bungi
74.72.07.1004,,,,,4Kolese,,,Semula wil. Kec. Bungi
74.72.07.1005,,,,,5Kantalai,,,Semula wil. Kec. Bungi
74.72.08,,,,8Batupoaro,6,-,,"Pemekaran sebagian Kec. Murhum, Perda No. 2/2012"
74.72.08.1001,,,,,1Bonebone,,,"Semula wil. Kec. Betoambari, Semula wil Kec. Murhum, Perda No.
2/2012"
,,,,,,,,
