NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,14.06.10,10 Bangun Purba,,,,,,7,,,
,14.06.11,11 Tandun,,,,,,9,,,
,14.06.12,12 Kabun,,,,,,6,,,
,14.06.13,13 Bonai Darussalam,,,,,,7,,,Perda No. 4 / 2005
,14.06.14,14 Pagaran Tapah Darussalam,,,,,,3,,,Perda No. 4 / 2005
,14.06.15,15 Kepenuhan Hulu,,,,,,5,,,Perda No. 9/2007
,14.06.16,16 Pendalian IV Koto,,,,,,5,,,Perda No. 9/2007
,14.07,7 KAB. ROKAN HILIR,Bagansiapiapi,,,18,25,159,9.068,649.692,"UU No. 34 Tahun 2008 tentang Perubahan Ketiga Atas UU No. 53
Tahun 1999.
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.07.01,1 Kubu,,,,,1,9,,,
,14.07.02,2 Bangko,,,,,5,10,,,
,14.07.03,3 Tanah Putih,,,,,3,14,,,
,14.07.04,4 Rimba Melintang,,,,,1,11,,,
,14.07.05,5 Bagansinembah,,,,,2,11,,,
,14.07.06,6 Pasir Limau Kapas,,,,,1,7,,,
,14.07.07,7 Sinaboi,,,,,1,5,,,
,14.07.08,8 Pujud,,,,,1,10,,,
,14.07.09,9 Tanah Putih Tanjung Melawan,,,,,1,5,,,
,14.07.10,10 Bangko Pusako,,,,,2,14,,,
,14.07.11,11 Simpang Kanan,,,,,1,5,,,
,14.07.12,12 Batu Hampar,,,,,1,4,,,Perda No 3/2004
,14.07.13,13 Rantau Kopar,,,,,2,2,,,Perda No. 1/2005
,14.07.14,14 Pekaitan,,,,,,10,,,"Pemekaran sebagian Kec. Bangko, Perda No. 2/2010"
,14.07.15,15 Kubu Babussalam,,,,,,12,,,"Pemekaran sebagian Kec. Kubu, Perda No. 27/2011"
,14.07.16,16 Tanjung Medan,,,,,,12,,,"Pemekaran sebagian wil Kec. Pujud, Perda No. 2/2019 dan ND Dir
Dekon No. 298/TU/DK/SDV/2019 tgl 12 April 2019"
,14.07.17,17 Bagan Sinembah Raya,,,,,1,9,,,"Pemekaran sebagian wil Kec. Bagansinembah, Perda No. 3/2019 dan
ND Dir Dekon No. 298/TU/DK/SDV/2019 tgl 12 April 2019"
,14.07.18,18 Balai Jaya,,,,,2,9,,,"Pemekaran sebagian wil Kec. Bagansinembah, Perda No. 3/2019 dan
ND Dir Dekon No. 298/TU/DK/SDV/2019 tgl 12 April 2019"
,14.08,8 KAB. SIAK,Siak Sriindrapura,,,14,9,122,7.806,463.660,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.08.01,1 Siak,,,,,2,6,,,
,14.08.02,2 Sungai Apit,,,,,1,14,,,
