K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.06.11.2026,,,,,,19 Lamteube Mon Ara,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2027,,,,,,20 Aron,,
11.06.11.2028,,,,,,21 Bak Buloh,,
11.06.11.2029,,,,,,22 Lam Seunong,,
11.06.11.2030,,,,,,23 Lam Raya,,
11.06.11.2031,,,,,,24 Lam Roh,,
11.06.11.2032,,,,,,25 Lambunot Tanoh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2033,,,,,,26 Tumpok Lampoh,,
11.06.11.2034,,,,,,27 Puuk,,
11.06.11.2035,,,,,,28 Lambunot Paya,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2036,,,,,,29 Lampoh Keude,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2037,,,,,,30 Lam Asan,,
11.06.11.2038,,,,,,31 Lambro Deyah,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2039,,,,,,32 Lambro Bileu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2040,,,,,,33 Cot Peutano,,
11.06.11.2041,,,,,,34 Cot Cut,,
11.06.11.2042,,,,,,35 Meunasah Baktrieng,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.11.2043,,,,,,36 Babah Jurong,,
11.06.11.2044,,,,,,37 Lam Glumpang,,
11.06.11.2045,,,,,,38 Rabeu,,
11.06.11.2046,,,,,,39 Cucum,,
11.06.11.2047,,,,,,40 Deyah,,
11.06.11.2048,,,,,,41 Lam Trieng,,
11.06.11.2049,,,,,,42 Beurangong,,
11.06.11.2050,,,,,,43 Cot Preh,,
11.06.11.2051,,,,,,44 Cot Raya,,
11.06.11.2052,,,,,,45 Cot Yang,,
11.06.11.2053,,,,,,46 Ujong Blang,,
,,,,,,,,
