K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.03.01.2019,,,,,,16 Sekodi,,
14.03.01.2020,,,,,,17 Wonosari,,
14.03.01.2021,,,,,,18 Kuala Alam,,"Pemekaran sebagian Desa Sungai Alam, Perda No.8/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.01.2022,,,,,,19 Kelebuk,,"Pemekaran sebagian Desa Penampi, Perda No. 8/2012"
14.03.01.2023,,,,,,20 Palkun,,"Pemekaran sebagian Desa Sekodi, Perda No. 8/2012"
14.03.01.2024,,,,,,21 Sungai Batang,,"Pemekaran sebagian Desa Ketam Putih, Perda No. 8/2012, Perbaikan
Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup th"
14.03.01.2025,,,,,,22 Prapat Tunggal,,"Pemekaran sebagian Desa Meskom, Perda No.8/2012, Perbaikan nama
sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.01.2026,,,,,,23 Simpang Ayam,,"Pemekaran sebagian Desa Meskom, Perda No.8/2012, Perbaikan nama
sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.01.2027,,,,,,24 Senderak,,"Pemekaran sebagian Desa Sebauk, Perda No. 8/2012, Perbaikan Huruf
dan Nama, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bu"
14.03.01.2028,,,,,,25 Kelemantan Barat,,"Pemekaran sebagian Desa Kelemantan, Perda No. 8/2012"
14.03.01.2029,,,,,,26 Damai,,"Pemekaran sebagian Desa Temeran, Perda No. 8/2012"
14.03.01.2030,,,,,,"27 Pangkalan Batang
Barat",,"Pemekaran sebagian Desa Pangkalan Batang, Perda No.8/2012,
Perbaikan nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.01.2031,,,,,,28 Pematang Duku Timur,,"Pemekaran sebagian Desa Pematang Duku, Perda No.8/2012,
Perbaikan nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.02,,,,2Bantan,-,23,,
14.03.02.2001,,,,,,1 Bantan Tengah,,
14.03.02.2002,,,,,,2 Bantan Air,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.03.02.2003,,,,,,3 Bantan Tua,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
