Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
14.01,KAB. KAMPAR,4,,
14.01.40001,Pulau Karangantinggi,,"00°21'37.30"" U 101°12'25.75"" T",
14.01.40002,Pulau Rambai,,"00°21'55.74"" U 101°10'32.77"" T",
14.01.40003,Pulau Rumbia,,"00°22'56.89"" U 101°30'03.76"" T",
14.01.40004,Pulau Tengah,,"00°21'33.51"" U 101°12'32.15"" T",
14.02,KAB. INDRAGIRI HULU,4,,
14.02.40001,Pulau Lais,,"00°22'56.00"" S 102°36'28.00"" T",TBP
14.02.40002,Pulau Sialang,,"00°29'18.60"" S 102°10'56.52"" T",TBP
14.02.40003,Pulau Tanjungputus,,"00°22'53.65"" S 102°34'15.03"" T",
14.02.40004,Pulau Tiga,,"00°28'26.83"" S 102°42'26.60"" T",TBP
14.03,KAB. BENGKALIS,19,,
14.03.40001,Pulau Atung,,"01°50'27.00"" U 101°24'19.00"" T",TBP
14.03.40002,Pulau Babi,,"02°05'39.64"" U 101°33'03.49"" T",TBP
14.03.40003,Pulau Baru,,"01°45'14.00"" U 101°24'40.00"" T",TBP
14.03.40004,Pulau Bengkalis,,"01°28'29.17"" U 102°17'40.70"" T",BP (PPKT)
14.03.40005,Pulau Beruk,,"02°07'09.40"" U 101°37'54.17"" T",TBP
14.03.40006,Pulau Betingaceh,,"02°06'08.88"" U 101°34'30.11"" T",TBP
14.03.40007,Pulau Dedap,,"01°52'50.00"" U 101°21'42.00"" T",TBP
14.03.40008,Pulau Kemunting,,"02°04'33.50"" U 101°34'25.36"" T",TBP
14.03.40009,Pulau Mampu Beso,,"01°46'41.06"" U 101°22'37.70"" T",TBP
14.03.40010,Pulau Mampu Kecik,,"01°47'45.51"" U 101°22'37.19"" T",TBP
14.03.40011,Pulau Mentele,,"01°45'01.71"" U 101°25'51.24"" T",TBP
14.03.40012,Pulau Pajak,,"02°06'35.00"" U 101°37'55.00"" T",TBP
14.03.40013,Pulau Payung,,"01°47'38.20"" U 101°24'11.48"" T",TBP
14.03.40014,Pulau Rampang,,"01°45'19.96"" U 101°25'06.62"" T",TBP
14.03.40015,Pulau Rupat,,"01°53'07.00"" U 101°35'03.00"" T",BP
14.03.40016,Pulau Rupat,,"02°04'35.24"" U 101°40'48.19"" T",BP (PPKT)
14.03.40017,Pulau Rupat,,"02°02'09.25"" U 101°37'59.24"" T",BP
14.03.40018,Pulau Simpur,,"02°04'24.00"" U 101°34'33.00"" T",TBP
14.03.40019,Pulau Tengah,,"02°07'09.77"" U 101°38'20.38"" T",TBP
14.04,KAB. INDRAGIRI HILIR,25,,
14.04.40001,Pulau Airtawar,,"00°26'20.00"" S 103°26'54.00"" T",BP
14.04.40002,Pulau Anak Mandah,,"00°01'32.70"" U 103°30'00.00"" T",TBP
14.04.40003,Pulau Bakong,,"00°18'52.00"" S 103°36'20.00"" T",BP
14.04.40004,Pulau Bantaian,,"00°01'46.56"" U 103°30'00.18"" T",TBP
14.04.40005,Pulau Beting,,"00°11'29.95"" S 103°31'52.43"" T",TBP
14.04.40006,Pulau Burung,,"00°25'49.00"" U 103°33'57.00"" T",BP
