Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
53.15.40239,Pulau Wadu Mbolo,,"08°21'16.86"" S 120°07'58.21"" T",
53.15.40240,Pulau Wainilu Selatan,,"08°38'02.00"" S 119°42'38.99"" T",TBP
53.15.40241,Pulau Wainilu Tengah,,"08°37'45.99"" S 119°42'27.00"" T",TBP
53.15.40242,Pulau Wainilu Utara,,"08°37'41.00"" S 119°42'43.99"" T",TBP
53.15.40243,Pulau Wajokidi,,"08°45'45.00"" S 119°25'26.00"" T",TBP
53.15.40244,Pulau Waju,,"08°40'09.99"" S 119°31'59.99"" T",TBP
53.16,KAB. NAGEKEO,3,,
53.16.40001,Nusa Welu,,"08°35'03.92"" S 121°25'07.24"" T",
53.16.40002,Pulau Kinde,,"08°28'33.65"" S 121°19'09.36"" T",TBP
53.16.40003,Pulau Pasirita,,"08°26'21.05"" S 121°18'04.34"" T",TBP
53.17,KAB. SUMBA TENGAH,14,,
53.17.40001,Nua Kangaulaa,,"09°47'21.37"" S 119°36'39.21"" T",TBP
53.17.40002,Pulau Mataiki,,"09°47'21.87"" S 119°36'50.43"" T",TBP
53.17.40003,Pulau Praigege,,"09°46'05.86"" S 119°37'36.57"" T",TBP
53.17.40004,Pulau Praihawu,,"09°48'16.99"" S 119°40'35.00"" T",TBP
53.17.40005,Pulau Watu Liangbowo,,"09°46'45.99"" S 119°39'25.99"" T",TBP
53.17.40006,Pulau Watuapulandu Besar,,"09°46'48.15"" S 119°35'44.53"" T",TBP
53.17.40007,Pulau Watuapulandu Kecil,,"09°46'47.48"" S 119°35'45.97"" T",TBP
53.17.40008,Pulau Watudonang,,"09°46'53.31"" S 119°36'12.61"" T",TBP
53.17.40009,Pulau Watukali,,"09°46'56.88"" S 119°39'01.85"" T",TBP
53.17.40010,Pulau Watukarumaloba,,"09°46'34.99"" S 119°36'46.26"" T",TBP
53.17.40011,Pulau Watukau,,"09°47'05.50"" S 119°40'19.99"" T",TBP
53.17.40012,Pulau Watukawu,,"09°49'19.34"" S 119°41'00.65"" T",TBP
53.17.40013,Pulau Watupedangbalang,,"09°47'52.39"" S 119°38'28.56"" T",TBP
53.17.40014,Pulau Watutamakatangu,,"09°49'23.00"" S 119°40'54.99"" T",TBP
53.20,KAB. SABU RAIJUA,6,,
53.20.40001,Pulau Bannitallu,,"10°33'00.01"" S 121°57'59.59"" T",TBP
53.20.40002,Pulau Dana,,"10°49'30.00"" S 121°16'34.00"" T",TBP (PPKT)
53.20.40003,Pulau Raijua,,"10°37'09.99"" S 121°34'36.99"" T",BP
53.20.40004,Pulau Wadu Mea Dainao,,"10°35'14.46"" S 121°55'03.22"" T",TBP
53.20.40005,Pulau Wadu Mea Halapaji,,"10°35'15.40"" S 121°55'02.69"" T",TBP
53.20.40006,Pulau Sabu,,"10°32'31.99"" S 121°50'48.00"" T",BP (PPKT)
