K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
31,DKI JAKARTA,,,,,,,
31.71,KOTA ADM. JAKARTA PUSAT,,,8,44,0,"47,565","UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
31.71.01,,,,1Gambir,6,-,,
31.71.01.1001,,,,,1Gambir,,,
31.71.01.1002,,,,,2Cideng,,,
31.71.01.1003,,,,,3Petojo Utara,,,
31.71.01.1004,,,,,4Petojo Selatan,,,
31.71.01.1005,,,,,5Kebon Kelapa,,,
31.71.01.1006,,,,,6Duri Pulo,,,
31.71.02,,,,2Sawah Besar,5,-,,
31.71.02.1001,,,,,1Pasar Baru,,,
31.71.02.1002,,,,,2Karang Anyar,,,
31.71.02.1003,,,,,3Kartini,,,
31.71.02.1004,,,,,4Gunung Sahari Utara,,,
31.71.02.1005,,,,,5Mangga Dua Selatan,,,
31.71.03,,,,3Kemayoran,8,-,,
31.71.03.1001,,,,,1Kemayoran,,,
31.71.03.1002,,,,,2Kebon Kosong,,,
31.71.03.1003,,,,,3Harapan Mulia,,,
31.71.03.1004,,,,,4Serdang,,,
31.71.03.1005,,,,,"5Gunung Sahari
Selatan",,,
31.71.03.1006,,,,,6Cempaka Baru,,,
31.71.03.1007,,,,,7Sumur Batu,,,
31.71.03.1008,,,,,8Utan Panjang,,,
31.71.04,,,,4Senen,6,-,,
31.71.04.1001,,,,,1Senen,,,
31.71.04.1002,,,,,2Kenari,,,
31.71.04.1003,,,,,3Paseban,,,
31.71.04.1004,,,,,4Kramat,,,
31.71.04.1005,,,,,5Kwitang,,,
31.71.04.1006,,,,,6Bungur,,,
31.71.05,,,,5Cempaka Putih,3,-,,
31.71.05.1001,,,,,1Cempaka Putih Timur,,,
31.71.05.1002,,,,,2Cempaka Putih Barat,,,
31.71.05.1003,,,,,3Rawasari,,,
,,,,,,,,
