K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.22.16.2007,,,,,,2 Sumengko,,
35.22.16.2008,,,,,,3 Mlaten,,
35.22.16.2009,,,,,,4 Talok,,
35.22.16.2010,,,,,,5 Brenggolo,,
35.22.16.2011,,,,,,6 Grebegan,,
35.22.16.2012,,,,,,7 Wotanngare,,
35.22.16.2013,,,,,,8 Panjunan,,
35.22.16.2014,,,,,,9 Mayanggeneng,,
35.22.16.2015,,,,,,10 Mayangrejo,,
35.22.16.2016,,,,,,11 Pilangsari,,
35.22.16.2017,,,,,,12 Mojosari,,
35.22.16.2018,,,,,,13 Pungpungan,,
35.22.16.2019,,,,,,14 Ngujo,,
35.22.16.2020,,,,,,15 Leran,,
35.22.16.2021,,,,,,16 Sukoharjo,,
35.22.16.2022,,,,,,17 Ngringinrejo,,"Perbaikan nama desa semula Ngiringinrejo menjadi Ngringinrejo sesuai
Surat Dirjen Bina Pemdes No 145/1931/BPD, tanggal 11-04-2022, hal
Usulan Perbaikan dan Validasi Nama Desa Di Kabupaten Bojonegoro
Provinsi Jawa Timur. Perda No 2 Tahun 2016."
35.22.16.2023,,,,,,18 Mojo,,
,,,,,,Katur,,Menjadi wil Kec Gayam Perda No. 22/2011
35.22.17,,,,17Malo,-,20,,
35.22.17.2001,,,,,,1 Dukohlor,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.17.2002,,,,,,2 Kacangan,,
35.22.17.2003,,,,,,3 Kemiri,,
35.22.17.2004,,,,,,4 Petak,,
35.22.17.2005,,,,,,5 Sudah,,
35.22.17.2006,,,,,,6 Rendeng,,
35.22.17.2007,,,,,,7 Banaran,,
35.22.17.2008,,,,,,8 Ngujung,,
35.22.17.2009,,,,,,9 Sumberrejo,,
35.22.17.2010,,,,,,10 Tambakromo,,
35.22.17.2011,,,,,,11 Tinawun,,
35.22.17.2012,,,,,,12 Kedungrejo,,
35.22.17.2013,,,,,,13 Ketileng,,
35.22.17.2014,,,,,,14 Malo,,
35.22.17.2015,,,,,,15 Sukorejo,,
35.22.17.2016,,,,,,16 Kliteh,,
35.22.17.2017,,,,,,17 Trembes,,
35.22.17.2018,,,,,,18 Semlaran,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.17.2019,,,,,,19 Tanggir,,
