NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,36.03,3 KAB. TANGERANG,Tigaraksa,,,29,28,246,1.028,3.216.465,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,36.03.01,1 Balaraja,,,,,1,8,,,
,36.03.02,2 Jayanti,,,,,,8,,,
,36.03.03,3 Tigaraksa,,,,,2,12,,,
,36.03.04,4 Jambe,,,,,,10,,,
,36.03.05,5 Cisoka,,,,,,10,,,
,36.03.06,6 Kresek,,,,,,9,,,
,36.03.07,7 Kronjo,,,,,,10,,,
,36.03.08,8 Mauk,,,,,1,11,,,
,36.03.09,9 Kemiri,,,,,,7,,,
,36.03.10,10 Sukadiri,,,,,,8,,,
,36.03.11,11 Rajeg,,,,,1,12,,,
,36.03.12,12 Pasar Kemis,,,,,4,5,,,
,36.03.13,13 Teluknaga,,,,,,13,,,
,36.03.14,14 Kosambi,,,,,3,7,,,
,36.03.15,15 Pakuhaji,,,,,1,13,,,
,36.03.16,16 Sepatan,,,,,1,7,,,
,36.03.17,17 Curug,,,,,3,4,,,
,36.03.18,18 Cikupa,,,,,2,12,,,
,36.03.19,19 Panongan,,,,,1,7,,,
,36.03.20,20 Legok,,,,,1,10,,,
,36.03.22,21 Pagedangan,,,,,1,10,,,
,36.03.23,22 Cisauk,,,,,1,5,,,
,36.03.27,23 Sukamulya,,,,,,8,,,Perda No.20/2006
,36.03.28,24 Kelapa Dua,,,,,5,1,,,Perda No.20/2006
,36.03.29,25 Sindang Jaya,,,,,,7,,,Perda No.20/2006
,36.03.30,26 Sepatan Timur,,,,,,8,,,Perda No.20/2006
,36.03.31,27 Solear,,,,,,7,,,Perda No.20/2006
,36.03.32,28 Gunung Kaler,,,,,,9,,,Perda No.20/2006
,36.03.33,29 Mekar Baru,,,,,,8,,,Perda No.20/2006
,36.04,4 KAB. SERANG,Ciruas,,,29,0,326,1.470,1.684.566,"PP. No. 32 Tahun 2012
Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,36.04.05,1 Kramatwatu,,,,,,15,,,
