Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.04.40016,Pulau Anak Akat,,"00°02'42.03"" U 104°43'54.83"" T",
21.04.40017,Pulau Anak Bakong,,"00°06'17.00"" U 104°27'40.04"" T",
21.04.40018,Pulau Anak Bocong,,"00°22'52.04"" U 104°28'34.78"" T",
21.04.40019,Pulau Anak Cape,,"00°26'19.00"" U 104°25'16.00"" T",
21.04.40020,Pulau Anak Gajah,,"00°02'37.00"" U 104°30'54.00"" T",
21.04.40021,Pulau Anak Kapal,,"00°01'22.70"" S 104°49'01.58"" T",
21.04.40022,Pulau Anak Kulis,,"00°05'48.10"" U 104°28'14.86"" T",
21.04.40023,Pulau Anak Malim,,"00°05'32.50"" U 104°31'05.00"" T",
21.04.40024,Pulau Anak Pengel,,"00°16'05.30"" U 104°25'49.73"" T",
21.04.40025,Pulau Anakbuluh,,"00°08'08.99"" S 104°55'37.74"" T",TBP
21.04.40026,Pulau Anakburung Maruktua,,"00°35'06.00"" S 104°19'19.23"" T",TBP
21.04.40027,Pulau Anakila,,"00°00'48.88"" S 104°41'10.39"" T",TBP
21.04.40028,Pulau Anakjambat,,"01°10'13.69"" S 105°19'00.99"" T",TBP
21.04.40029,Pulau Anakkembung,,"01°07'11.42"" S 105°14'06.00"" T",TBP
21.04.40030,Pulau Anaklanggu,,"00°01'07.53"" U 104°47'09.80"" T",TBP
21.04.40031,Pulau Anakmerodong,,"00°24'18.72"" U 104°26'14.38"" T",TBP
21.04.40032,Pulau Anakpompong,,"00°15'11.12"" U 104°19'28.70"" T",TBP
21.04.40033,Pulau Anakpulau,,"00°07'47.10"" U 104°29'01.00"" T",TBP
21.04.40034,Pulau Anakpulau,,"00°19'23.37"" S 104°58'59.36"" T",TBP
21.04.40035,Pulau Anaktikus,,"00°42'09.00"" S 104°29'54.78"" T",TBP
21.04.40036,Pulau Arang,,"00°14'49.71"" U 104°27'06.51"" T",
21.04.40037,Pulau Babi,,"00°21'44.30"" U 104°17'03.21"" T",TBP
21.04.40038,Pulau Badas,,"00°16'28.29"" S 104°35'32.49"" T",TBP
21.04.40039,Pulau Bakau,,"00°10'54.33"" U 104°27'22.03"" T",TBP
21.04.40040,Pulau Bakau Serumpun,,"00°10'06.27"" U 104°27'41.10"" T",
21.04.40041,Pulau Bakaubenan,,"00°27'42.80"" U 104°26'33.82"" T",TBP
21.04.40042,Pulau Bakung Besar,,"00°05'12.73"" U 104°26'53.66"" T",BP
21.04.40043,Pulau Bakung Kecil,,"00°08'07.26"" U 104°23'05.03"" T",TBP
21.04.40044,Pulau Balung Besar,,"00°13'39.54"" U 104°27'55.98"" T",TBP
21.04.40045,Pulau Balung Kecik,,"00°13'33.70"" U 104°28'37.07"" T",TBP
21.04.40046,Pulau Ban,,"00°09'31.00"" U 104°23'53.99"" T",
21.04.40047,Pulau Banes,,"00°27'14.29"" U 104°22'29.38"" T",TBP
21.04.40048,Pulau Bansa,,"00°27'37.94"" U 104°23'32.82"" T",TBP
21.04.40049,Pulau Bantong Besar,,"00°01'06.12"" S 104°29'39.55"" T",TBP
21.04.40050,Pulau Bantong Kecik,,"00°00'58.09"" S 104°29'40.66"" T",TBP
21.04.40051,Pulau Bapak,,"00°11'09.80"" S 104°46'40.73"" T",TBP
21.04.40052,Pulau Baran Besar,,"00°09'54.28"" U 104°29'27.42"" T",BP
21.04.40053,Pulau Baran Kecil,,"00°10'31.87"" U 104°29'02.00"" T",TBP
21.04.40054,Pulau Barat,,"00°20'56.81"" U 104°22'29.06"" T",TBP
21.04.40055,Pulau Barat,,"00°08'10.03"" U 104°26'43.00"" T",TBP
