K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
71.05.19.2004,,,,,,4 Wawona,,Semula wil. Kec. Tumpaan
71.05.19.2005,,,,,,5 Popareng,,Semula wil. Kec. Tumpaan
71.05.19.2006,,,,,,6 Wawontulap,,Semula wil. Kec. Tumpaan
71.05.19.2007,,,,,,7 Sondaken,,Semula wil. Kec. Tumpaan
71.05.19.2008,,,,,,8 Pungkol,,Perda No.18/2005
71.05.19.2009,,,,,,9 Raprap,,Perda No.18/2005
71.05.19.2010,,,,,,10 Paslaten Satu,,Perda No. 12/2006
71.05.19.2011,,,,,,11 Arakan,,Perda No. 12/2007
,,,,Pusomaen,,,,"Perda No 18/2005, Menjadi wil. Kab. Minahasa Tenggara, UU No.
9/2007"
,,,,,,Tatengesan,,Semula wil. Kec. Belang
,,,,,,Wiau,,Semula wil. Kec. Belang
,,,,,,Bentenan,,Semula wil. Kec. Belang
,,,,,,Tumbak,,Semula wil. Kec. Belang
,,,,,,Makalu,,Semula wil. Kec. Belang
,,,,,,Minanga,,Semula wil. Kec. Belang
,,,,,,Minanga I,,Semula wil. Kec. Belang
,,,,,,Bantenan Indah,,Perda No. 12/2006
71.05.21,,,,15Motoling Barat,-,8,,Perda No. 16/2007
71.05.21.2001,,,,,,1 Tondei,,Semula wil. Kec. Motoling
71.05.21.2002,,,,,,2 Tondei Satu,,Semula wil. Kec. Motoling
71.05.21.2003,,,,,,3 Tondei Dua,,Semula wil. Kec. Motoling
71.05.21.2004,,,,,,4 Raanan Baru,,Semula wil. Kec. Motoling
71.05.21.2005,,,,,,5 Ranaan Baru Satu,,Semula wil. Kec. Motoling
71.05.21.2006,,,,,,6 Ranaan Baru Dua,,Semula wil. Kec. Motoling
71.05.21.2007,,,,,,7 Toyopon,,Semula wil. Kec. Motoling
71.05.21.2008,,,,,,8 Keroit,,Semula wil. Kec. Ranoyapo
71.05.22,,,,16Motoling Timur,-,8,,Perda No. 16/2007
71.05.22.2001,,,,,,1 Karimbow,,Semula wil Kec. Kumelembuai
71.05.22.2002,,,,,,2 Karimbow Talikuran,,Semula wil Kec. Kumelembuai
71.05.22.2003,,,,,,3 Tokin,,Semula wil Kec. Kumelembuai
71.05.22.2004,,,,,,4 Tokin Baru,,Semula wil. Kec. Kumelembuai
71.05.22.2005,,,,,,5 Wanga Amongena,,Semula wil. Kec. Motoling
71.05.22.2006,,,,,,6 Wanga,,Semula wil. Kec. Motoling
71.05.22.2007,,,,,,7 Picuan,,Semula wil. Kec. Ranoyapo
71.05.22.2008,,,,,,8 Picuan Satu,,Semula wil. Kec. Ranoyapo
71.05.23,,,,17Suluun Tareran,-,9,,Perda No. 16/2007
71.05.23.2001,,,,,,1 Talaitad,,Semula wil. Kec. Tareran
71.05.23.2002,,,,,,2 Suluun Satu,,Semula wil. Kec. Tareran
71.05.23.2003,,,,,,3 Suluun Dua,,Semula wil. Kec. Tareran
,,,,,,,,
