K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.05.13.2001,,,,,,1 Lamara,,Semula wil. Kec. Anggata
74.05.13.2002,,,,,,2 Puuosu,,Semula wil. Kec. Anggata
74.05.13.2003,,,,,,3 Benua Utama,,Semula wil. Kec. Anggata
74.05.13.2004,,,,,,4 Horodopi,,Semula wil. Kec. Anggata
74.05.13.2005,,,,,,5 Benua,,Semula wil. Kec. Anggata
74.05.13.2006,,,,,,6 Palowewu,,Semula wil. Kec. Anggata
74.05.13.2007,,,,,,7 Punggawukawu,,Semula wil. Kec. Anggata
74.05.13.2008,,,,,,8 Uelawa,,"Pemekaran Desa Punggawukawu Perda No. 3/2009, PMD"
74.05.13.2009,,,,,,9 Tetehaka,,"Pemekaran Desa Horodopi Perda No. 3/2009, PMD"
74.05.13.2010,,,,,,10 Awalo,,"Pemekaran Desa Benua Utama Perda No. 3/2009, PMD"
74.05.13.2011,,,,,,11 Kosambi,,"Pemekaran Desa Benua Utama Perda No. 3/2009, PMD"
74.05.13.2012,,,,,,12 Puuwehuko,,"Pemekaran Desa Benua Perda No. 3/2009, PMD"
74.05.14,,,,14Palangga Selatan,1,9,,Perda No. 6/2006
74.05.14.1001,,,,,1Amondo,,,"Perubahan status menjadi Kelurahan Perda No. 3/2009, PMD"
74.05.14.2002,,,,,,1 Lakara,,Semula wil. Kec. Palangga
74.05.14.2003,,,,,,2 Parasi,,Semula wil. Kec. Palangga
74.05.14.2004,,,,,,3 Ulu Lakara,,Semula wil. Kec. Palangga
74.05.14.2005,,,,,,4 Watumbohoti,,"Semula wil. Kec. Palangga.
Perbaikan nama desa semula Watu Mbohoti menjadi Watumbohoti,
sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.14.2006,,,,,,5 Wawowonua,,"Semula wil. Kec. Palangga.
Perbaikan nama desa semula Wawo Wonua menjadi Wawowonua,
sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.14.2007,,,,,,6 Waturapa,,"Semula wil. Kec. Palangga.
Perbaikan nama desa semula Watu Rapa menjadi Waturapa, sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.14.2008,,,,,,7 Koeono,,Semula wil. Kec. Palangga
74.05.14.2009,,,,,,8 Lalowua,,Semula wil. Kec. Palangga
74.05.14.2010,,,,,,9 Mondoe,,Semula wil. Kec. Palangga
74.05.15,,,,15Mowila,-,20,,Perda No. 6/2006
74.05.15.2001,,,,,,1 Kondoano,,Semula wil. Kec. Landono
74.05.15.2002,,,,,,2 Punggulahi,,Semula wil. Kec. Landono
74.05.15.2003,,,,,,3 Lamolori,,Semula wil. Kec. Landono
74.05.15.2004,,,,,,4 Toluwonua,,Semula wil. Kec. Landono
74.05.15.2005,,,,,,5 Mulyasari,,Semula wil. Kec. Landono
74.05.15.2006,,,,,,6 Rakawuta,,Semula wil. Kec. Landono
74.05.15.2007,,,,,,7 Ranoaopa,,Semula wil. Kec. Landono
,,,,,,,,
