NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,53.10,10 KAB. MANGGARAI,Ruteng,,,12,26,145,1.344,326.737,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.10.01,1 Wae Rii,,,,,,17,,,
,53.10.03,2 Ruteng,,,,,1,18,,,
,53.10.05,3 Satar Mese,,,,,,23,,,
,53.10.06,4 Cibal,,,,,1,16,,,
,53.10.11,5 Reok,,,,,4,6,,,
,53.10.12,6 Langke Rembong,,,,,20,,,,
,53.10.13,7 Satar Mese Barat,,,,,,12,,,Perda No. 11/2007
,53.10.14,8 Rahong Utara,,,,,,12,,,Perda No. 11/2007
,53.10.15,9 Lelak,,,,,,10,,,Perda No. 11/2007
,53.10.16,10 Reok Barat,,,,,,10,,,Pemekaran Kec Reok Perda No 3/2012
,53.10.17,11 Cibal barat,,,,,,10,,,Pemekaran Kec Cibal Perda No 3/2012
,53.10.18,12 Satar Mese Utara,,,,,,11,,,"Perda No 8/2015, Pemekaran Kec Satar Mese Barat"
,53.11,11 KAB. SUMBA TIMUR,Waingapu,,,22,16,140,6.984,256.931,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.11.01,1 Kota Waingapu,,,,,4,3,,,
,53.11.02,2 Haharu,,,,,,7,,,
,53.11.03,3 Lewa,,,,,1,7,,,
,53.11.04,4 Nggaha Ori Angu,,,,,,8,,,
,53.11.05,5 Tabundung,,,,,,10,,,
,53.11.06,6 Pinu Pahar,,,,,,6,,,
,53.11.07,7 Pandawai,,,,,2,5,,,
,53.11.08,8 Umalulu,,,,,1,9,,,
,53.11.09,9 Rindi,,,,,,8,,,
,53.11.10,10 Pahunga Lodu,,,,,,8,,,
,53.11.11,11 Wulla Waijelu,,,,,,7,,,
,53.11.12,12 Paberiwai,,,,,,7,,,
,53.11.13,13 Karera,,,,,,7,,,
,53.11.14,14 Kahaungu Eti,,,,,,9,,,
,53.11.15,15 Matawai La Pawu,,,,,,6,,,
,53.11.16,16 Kambera,,,,,7,1,,,Perda No. 6/2007
,53.11.17,17 Kambata Mapambuhang,,,,,,6,,,Perda No. 6/2007
,53.11.18,18 Lewa Tidahu,,,,,,6,,,Perda No. 19/2007
,53.11.19,19 Katala Hamu Lingu,,,,,,5,,,Perda No. 19/2007
