NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,73.18.11,6 Rantetayo,,,,,3,3,,,Perda No. 18/2000
,73.18.12,7 Mengkendek,,,,,4,13,,,SK Gub. No. 2067A Th 1961
,73.18.13,8 Sangalla,,,,,2,3,,,SK Gub. No. 2067A Th 1961
,73.18.19,9 Gandangbatu Sillanan,,,,,3,9,,,Perda No.2/2004
,73.18.20,10 Rembon,,,,,2,11,,,Perda No.2/2004
,73.18.27,11 Makale Utara,,,,,5,,,,Perda No.8/2004
,73.18.28,12 Mappak,,,,,1,5,,,Perda No.6/2005
,73.18.29,13 Makale Selatan,,,,,4,4,,,Perda No.8/2004
,73.18.31,14 Masanda,,,,,,8,,,Perda No.8/2004
,73.18.33,15 Sangalla Selatan,,,,,1,4,,,Perda No.6/2005
,73.18.34,16 Sangalla Utara,,,,,2,4,,,Perda No.6/2005
,73.18.35,17 Malimbong Balepe,,,,,1,5,,,Perda No.6/2005
,73.18.37,18 Rano,,,,,,5,,,Perda No.6/2005
,73.18.38,19 Kurra,,,,,1,5,,,Perda No.6/2005
,73.22,19 KAB. LUWU UTARA,Masamba,,,15,7,166,7.422,330.600,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.22.01,1 Malangke,,,,,,14,,,
,73.22.02,2 Bone Bone,,,,,1,10,,,
,73.22.03,3 Masamba,,,,,4,15,,,
,73.22.04,4 Sabbang,,,,,1,9,,,
,73.22.05,5 Rongkong,,,,,,7,,,"Perubahan nama kec. semula Limbong menjadi Rongkong, sesuai:
Perda No. 4 Tahun 2015; dan
Surat Sekda Prov. Sulsel No. 135.8/5166/B.Pem.Otda tgl 3 Juni 2022."
,73.22.06,6 Sukamaju,,,,,,14,,,
,73.22.07,7 Seko,,,,,,12,,,
,73.22.08,8 Malangke Barat,,,,,,13,,,
,73.22.09,9 Rampi,,,,,,6,,,
,73.22.10,10 Mappedeceng,,,,,,15,,,
,73.22.11,11 Baebunta,,,,,1,10,,,
,73.22.12,12 Tana Lili,,,,,,10,,,"Pemekaran sebagian Kec. Bone-Bone, Perda No. 1/2012"
,73.22.13,13 Sukamaju Selatan,,,,,,11,,,"Pemekaran sebagian wil Kec. Sukamaju, Perda No. 1/2018"
,73.22.14,14 Baebunta Selatan,,,,,,10,,,"Pemekaran sebagian wil Kec. Baebunta, Perda No. 2/2018"
,73.22.15,15 Sabbang Selatan,,,,,,10,,,"Pemekaran sebagian wil Kec. Sabbang, Perda No. 3/2018"
,73.24,20 KAB. LUWU TIMUR,Malili,,,11,3,125,6.746,306.082,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.24.01,1 Mangkutana,,,,,,11,,,
