NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,95.04.15,15 Bokoneri,,,,,,17,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.16,16 Bewani,,,,,,14,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.17,17 Nabunage,,,,,,11,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.18,18 Gilubandu,,,,,,10,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.19,19 Nunggawi,,,,,,26,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.20,20 Gundagi,,,,,,17,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.21,21 Numba,,,,,,10,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.22,22 Timori,,,,,,12,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.23,23 Dundu,,,,,,10,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.24,24 Geya,,,,,,12,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.25,25 Egiam,,,,,,10,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.26,26 Poganeri,,,,,,10,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.27,27 Kamboneri,,,,,,8,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.28,28 Airgaram,,,,,,8,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.29,29 Wari/Taiyeve II,,,,,,17,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.30,30 Dow,,,,,,11,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.31,31 Tagineri,,,,,,10,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.32,32 Yuneri,,,,,,11,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,95.04.33,33 Wakuwo,,,,,,12,,,Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
