K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.03.14,,,,8Arse,2,8,,
,,,,,,Arse Jae Dolok,,"Penggabungan Desa Hanopan dan Desa Pagaran Tulason, Perda No.
5/2008"
,,,,,,Aek Nabara,,"Penggabungan Desa Tano Ponggol dan Desa Nangguloan, Perda No.
5/2008"
,,,,,,Arse Julu,,"Penggabungan Desa Jonggol Jae, Jonggol Julu, Desa Lumban Lobu,
Desa Pagaran Pisang, dan Desa Gunung Tua Arse, Perda No. 5/2008"
,,,,,,Aek Torop,,"Bergabung dg Desa Aek Torop, Perda No. 5/2008"
,,,,,,Batu Horpak Jae,,"Penggabungan Desa Bunga Bondar X dan Desa Batu Horpak Julu,
Perda No. 5/2008"
,,,,,,Batu Horpak Julu,,"Bergabung dg Desa Bunga Bondar X dan Desa Batu Horpak Jae,
Perda No. 5/2008"
,,,,,,Bahap,,"Penggabungan Desa Ujung Padang dan Desa Huta Tonga, Perda No.
5/2008"
,,,,,,Bunga Bondar X,,"Bergabung dg Desa Batu Horpak Julu dan Desa Batu Horpak Jae,
Perda No. 5/2008"
,,,,,,Dolok Sinomba,,"Penggabungan Desa Gunung Manaon dan Desa Napompar, Perda No.
5/2008"
,,,,,,Gunung Manaon,,"Penggabungan Desa Dolok Sinomba dan Desa Napompar, Perda No.
5/2008"
,,,,,,Gunung Tua Arse,,"Penggabungan Desa Jonggol Jae, Jonggol Julu, Arse Julu, Lumban
Lobu, dan Desa Pagaran Pisang, Perda No. 5/2008"
,,,,,,"Gunung Tinggi
Lancat",,"Penggabungan Desa Pagaran Siala, Lancat Julu, Lancat Tonga, dan
Desa Lancat Jae, Perda No. 5/2008"
,,,,,,Huta Tonga,,"Bergabung dg Desa Ujung padang dan Desa Bahap, Perda No. 5/2008"
,,,,,,Hanopan,,"Penggabungan Desa Arse Jae Dolok dan Desa Pagaran Tulason,
Perda No. 5/2008"
,,,,,,Huta Padang,,"Bergabung dg Desa Aek Torop, Perda No. 5/2008"
,,,,,,Jonggol Jae,,"Penggabungan Desa Jonggol Julu, Arse Julu, Lumban Lobu, Pagaran
Pisang, dan Desa Gunung Tua Arse, Perda No. 5/2008"
,,,,,,Jonggol Julu,,"Penggabungan Desa Jonggol Jae, Arse Julu, Lumban Lobu, Pagaran
Pisang, dan Desa Gunung Tua Arse, Perda No. 5/2008"
,,,,,,Lancat Tonga,,"Penggabungan Desa Pagaran Siala, Lancat Julu, Gunung Tinggi
Lancat, dan Desa Lancat Jae, Perda No. 5/2008"
,,,,,,Lancat Jae,,"Penggabungan Desa Pagaran Siala, Lancat Julu, Gunung Tinggi
Lancat, dan Desa Lancat Tonga, Perda No. 5/2008"
,,,,,,Lumban Lobu,,"Penggabungan Desa Jonggol Jae, Jonggol Julu, Arse Julu, Pagaran
Pisang, dan Desa Gunung Tua Arse, Perda No. 5/2008"
,,,,,,Lancat Julu,,"Bergabung dg Desa Pagaran Siala, Gunung Tinggi Lancat, Lancat
Tonga, dan Desa Lancat Jae, Perda No. 5/2008"
,,,,,,Nangguluon,,"Bergabung dg Desa Tano Ponggol dan Desa Aek Nabara, Perda No.
5/2008"
,,,,,,Napompar,,"Penggabungan Desa Gunung Manaon dan Desa Dolok Sinomba, Perda
No. 5/2008"
,,,,,,Pagaran Pisang,,"Penggabungan Desa Jonggol Jae, Jonggol Julu, Arse Julu, Lumban
Lobu, dan Desa Gunung Tua Arse, Perda No. 5/2008"
,,,,,,Pagaran Tulasan,,"Penggabungan Desa Arse Jae Dolok dan Desa Hanopan Tulason,
Perda No. 5/2008"
,,,,,,,,
